,Time [s], V, RESP, II, AVR, PLETH
64,0.512,0.52004,0.02883,0.20995999999999998,0.60997,1.2004
65,0.52,0.51515,0.032739,0.20508,0.6148600000000001,1.3030000000000002
66,0.528,0.51515,0.038357999999999996,0.21484,0.60997,1.4399
67,0.536,0.51515,0.044222000000000004,0.2251,0.59531,1.6051
68,0.544,0.51515,0.051307000000000005,0.2251,0.6050800000000001,1.7889
69,0.552,0.51515,0.058637,0.22021,0.6050800000000001,1.9795
70,0.56,0.52004,0.066699,0.22021,0.6002,2.1652
71,0.568,0.5351899999999999,0.07500599999999999,0.25488,0.57527,2.3353
72,0.5760000000000001,0.56989,0.082824,0.29491999999999996,0.565,2.4839
73,0.584,0.6002,0.090887,0.33496,0.54008,2.608
74,0.5920000000000001,0.6148600000000001,0.098461,0.35498,0.52493,2.695
75,0.6,0.62512,0.10628,0.38525,0.49511000000000005,2.7556
76,0.608,0.6202300000000001,0.1141,0.41016,0.47507,2.8065
77,0.616,0.6148600000000001,0.12192,0.44482,0.45015,2.8436
78,0.624,0.58504,0.12972999999999998,0.4502,0.44477,2.8671
79,0.632,0.54497,0.13755,0.35498,0.50489,2.8798
80,0.64,0.52004,0.14439000000000002,0.30029,0.54985,2.8817
81,0.648,0.5,0.15123,0.22998000000000002,0.59531,2.8739
82,0.6559999999999999,0.49511000000000005,0.15759,0.19530999999999998,0.6202300000000001,2.8583
83,0.664,0.48485,0.16394,0.17529,0.6349,2.8358
84,0.672,0.48485,0.17078,0.17529,0.6300100000000001,2.8084
85,0.68,0.48485,0.17786,0.17529,0.6300100000000001,2.7761
86,0.688,0.48485,0.18567999999999998,0.18506,0.62512,2.7419
87,0.696,0.49022,0.1935,0.18018,0.62512,2.7048
88,0.7040000000000001,0.5,0.20205,0.18506,0.6300100000000001,2.6637
89,0.7120000000000001,0.5,0.2106,0.18506,0.62512,2.6197
90,0.72,0.50978,0.21989,0.16992000000000002,0.6349,2.5718
91,0.728,0.5,0.22916999999999998,0.09033200000000001,0.69013,2.521
92,0.736,0.6202300000000001,0.2387,0.024902,0.73021,2.4663
93,0.7440000000000001,0.84506,0.24823,0.56494,0.30987,2.4076
94,0.752,1.0205,0.258,1.4648,-0.27566,2.3441
95,0.76,1.0806,0.26802,1.5,-0.50049,2.2766
96,0.768,0.58016,0.28048,1.4648,-0.17545999999999998,2.2053
97,0.7759999999999999,0.37977,0.29294000000000003,0.75,0.26002,2.129
98,0.784,0.5,0.30711,0.45508000000000004,0.45503000000000005,2.0499
99,0.792,0.56012,0.32152,0.28515999999999997,0.56012,1.9785
100,0.8,0.55523,0.33496,0.21484,0.6148600000000001,1.912
101,0.8079999999999999,0.55523,0.3484,0.16992000000000002,0.64027,1.8407
102,0.816,0.56012,0.36135,0.1499,0.65494,1.7713
103,0.8240000000000001,0.565,0.37454,0.14014000000000001,0.6603100000000001,1.7058
104,0.8320000000000001,0.57527,0.38969000000000004,0.12988,0.6652,1.6461
105,0.84,0.57527,0.40508,0.125,0.67009,1.5934
106,0.848,0.58016,0.42267,0.14502,0.65494,1.5474
107,0.856,0.5899300000000001,0.44026000000000004,0.1499,0.65005,1.5093
108,0.8640000000000001,0.59531,0.45981000000000005,0.1499,0.65005,1.4769999999999999
109,0.872,0.6050800000000001,0.47935,0.15527,0.64027,1.4497
110,0.88,0.6148600000000001,0.50012,0.17529,0.64027,1.4272
111,0.888,0.62512,0.52089,0.18018,0.6202300000000001,1.4115
112,0.8959999999999999,0.6300100000000001,0.53995,0.19530999999999998,0.6202300000000001,1.3988
113,0.904,0.6349,0.5589999999999999,0.20995999999999998,0.60997,1.3842
114,0.912,0.65005,0.5768399999999999,0.2251,0.59531,1.3695
115,0.92,0.65494,0.59467,0.24511999999999998,0.58504,1.3539
116,0.9279999999999999,0.67009,0.61446,0.25488,0.58016,1.3382
117,0.9359999999999999,0.67498,0.6345,0.26514,0.58504,1.3226
118,0.9440000000000001,0.68035,0.65575,0.29004,0.56012,1.3069
119,0.9520000000000001,0.69501,0.67725,0.31006,0.54985,1.2913
120,0.96,0.70528,0.6968,0.31006,0.54497,1.2757
121,0.968,0.71505,0.71634,0.33984000000000003,0.52493,1.2590000000000001
122,0.976,0.7199399999999999,0.73418,0.36523,0.51515,1.2424
123,0.9840000000000001,0.7350899999999999,0.75226,0.38525,0.5,1.2258
124,0.992,0.74536,0.77107,0.40479,0.48485,1.2141
125,1.0,0.75513,0.79013,0.43506000000000006,0.47018999999999994,1.2043
126,1.008,0.7654,0.80992,0.45508000000000004,0.45992,1.1916
127,1.016,0.77517,0.82995,0.47998,0.43988,1.1779
128,1.024,0.77517,0.8495,0.5200199999999999,0.41984,1.1642
129,1.032,0.77028,0.86929,0.56494,0.39003000000000004,1.1505
130,1.04,0.77517,0.88835,0.58008,0.37977,1.1369
131,1.048,0.7654,0.9074,0.59521,0.35973,1.1241
132,1.056,0.73998,0.92353,0.59521,0.3651,1.1134
133,1.064,0.70528,0.9399,0.56006,0.37977,1.1026
134,1.072,0.6652,0.9538200000000001,0.49023,0.42473,1.0919
135,1.08,0.62512,0.96775,0.41991999999999996,0.47018999999999994,1.0821
136,1.088,0.58504,0.98021,0.3501,0.52004,1.0772
137,1.0959999999999999,0.55523,0.99267,0.28515999999999997,0.55523,1.0743
138,1.104,0.5351899999999999,0.99634,0.25,0.58504,1.0694
139,1.112,0.51515,1.0,0.22021,0.6050800000000001,1.0645
140,1.12,0.50978,1.0,0.20508,0.6202300000000001,1.0596
141,1.128,0.50978,1.0,0.2002,0.6202300000000001,1.0538
142,1.136,0.50978,1.0,0.19530999999999998,0.6202300000000001,1.0489
143,1.1440000000000001,0.50489,1.0,0.2002,0.6202300000000001,1.044
144,1.1520000000000001,0.50978,1.0,0.20508,0.6202300000000001,1.0411
145,1.16,0.50978,1.0,0.19530999999999998,0.6202300000000001,1.0371
146,1.168,0.50978,1.0,0.2002,0.6202300000000001,1.0332
147,1.176,0.50978,1.0,0.20508,0.6148600000000001,1.0274
148,1.1840000000000002,0.50978,1.0,0.22021,0.60997,1.0235
149,1.192,0.50978,1.0,0.22021,0.60997,1.0205
150,1.2,0.51515,1.0,0.22021,0.6050800000000001,1.0156
151,1.208,0.50489,1.0,0.22021,0.6050800000000001,1.0147
152,1.216,0.50978,1.0,0.2251,0.6002,1.0283
153,1.224,0.50489,1.0,0.2251,0.6002,1.0645
154,1.232,0.50978,1.0,0.2251,0.6002,1.1320000000000001
155,1.24,0.50978,1.0,0.2251,0.6002,1.2346
156,1.248,0.50489,1.0,0.23485999999999999,0.59531,1.3724
157,1.256,0.50978,1.0,0.22998000000000002,0.6002,1.5386
158,1.264,0.50489,1.0,0.22021,0.6002,1.7234
159,1.272,0.5,1.0,0.22998000000000002,0.59531,1.915
160,1.28,0.50489,1.0,0.24023000000000003,0.59531,2.1007
161,1.288,0.52493,1.0,0.26025,0.58504,2.2522
162,1.296,0.54985,1.0,0.29491999999999996,0.565,2.3754
163,1.304,0.57527,1.0,0.33496,0.54008,2.4936
164,1.3119999999999998,0.59531,1.0,0.36523,0.52004,2.5953
165,1.32,0.6050800000000001,1.0,0.3999,0.49022,2.6764
166,1.328,0.6050800000000001,1.0,0.4248,0.47018999999999994,2.738
167,1.3359999999999999,0.6050800000000001,1.0,0.45996000000000004,0.45015,2.781
168,1.344,0.59531,1.0,0.4751,0.435,2.8074
169,1.3519999999999999,0.55523,1.0,0.39502,0.47996000000000005,2.8201
170,1.36,0.52981,1.0,0.33008000000000004,0.52981,2.8221
171,1.368,0.5,1.0,0.27002,0.58016,2.8133
172,1.376,0.48485,1.0,0.21484,0.60997,2.7967
173,1.3840000000000001,0.49022,1.0,0.18994,0.6300100000000001,2.7732
174,1.392,0.48485,1.0,0.18506,0.62512,2.7449
175,1.4,0.48485,1.0,0.18994,0.6300100000000001,2.7116
176,1.4080000000000001,0.48485,1.0,0.18994,0.62512,2.6735
177,1.416,0.49022,1.0,0.19530999999999998,0.6202300000000001,2.6325
178,1.4240000000000002,0.49022,1.0,0.2002,0.6202300000000001,2.5875
179,1.432,0.5,1.0,0.19530999999999998,0.6202300000000001,2.5406
180,1.44,0.5,1.0,0.2002,0.6202300000000001,2.4897
181,1.4480000000000002,0.49511000000000005,1.0,0.12012,0.67009,2.435
182,1.456,0.59531,1.0,0.035156,0.71505,2.3754
183,1.464,0.8304,1.0,0.43506000000000006,0.41007,2.3118
184,1.472,1.0552,1.0,1.3599,-0.1955,2.2434
185,1.48,1.1153,1.0,1.5,-0.50049,2.1701
186,1.4880000000000002,0.6652,1.0,1.5,-0.28543,2.1017
187,1.496,0.36999,1.0,0.82471,0.22483000000000003,2.0342
188,1.504,0.47507,1.0,0.49512,0.435,1.9580000000000002
189,1.5119999999999998,0.55523,1.0,0.33496,0.54497,1.8788
190,1.52,0.56012,1.0,0.25,0.59531,1.8006
191,1.528,0.55523,1.0,0.20508,0.62512,1.7273
192,1.536,0.565,1.0,0.17529,0.64027,1.6588
193,1.544,0.565,1.0,0.16992000000000002,0.6451600000000001,1.5973
194,1.5519999999999998,0.57527,1.0,0.16992000000000002,0.6451600000000001,1.5435
195,1.56,0.58016,1.0,0.16504000000000002,0.64027,1.4976
196,1.568,0.58504,1.0,0.18018,0.6349,1.4585
197,1.5759999999999998,0.59531,1.0,0.18994,0.6300100000000001,1.4262
198,1.584,0.6050800000000001,1.0,0.2002,0.62512,1.4027
199,1.5919999999999999,0.60997,1.0,0.2002,0.6202300000000001,1.3851
200,1.6,0.6202300000000001,1.0,0.21484,0.6148600000000001,1.3675
201,1.608,0.6300100000000001,1.0,0.22998000000000002,0.6050800000000001,1.35
202,1.6159999999999999,0.65005,1.0,0.24511999999999998,0.59531,1.3333
203,1.624,0.65494,1.0,0.27002,0.58504,1.3187
204,1.632,0.67498,1.0,0.28515999999999997,0.56989,1.305
205,1.64,0.67498,1.0,0.29004,0.56989,1.2913
206,1.6480000000000001,0.69013,1.0,0.30518,0.56012,1.2786
207,1.656,0.70039,1.0,0.31982,0.54985,1.2659
208,1.6640000000000001,0.71017,1.0,0.33984000000000003,0.54008,1.2542
209,1.672,0.72532,1.0,0.3501,0.52981,1.2434
210,1.68,0.7350899999999999,1.0,0.36523,0.52493,1.2317
211,1.6880000000000002,0.74536,1.0,0.38525,0.50978,1.2229
212,1.696,0.75024,1.0,0.40479,0.5,1.216
213,1.704,0.7654,1.0,0.43018,0.47996000000000005,1.2063
214,1.712,0.77517,1.0,0.4502,0.47507,1.1945
215,1.72,0.79032,1.0,0.4751,0.45503000000000005,1.1818
216,1.7280000000000002,0.79032,1.0,0.5,0.44477,1.1681
217,1.736,0.8001,1.0,0.5351600000000001,0.42473,1.1554
218,1.744,0.80499,1.0,0.56494,0.40469,1.1427
219,1.7519999999999998,0.8103600000000001,1.0,0.5898399999999999,0.38514,1.13
220,1.76,0.8001,1.0,0.62988,0.35973,1.1183
221,1.768,0.7952100000000001,1.0,0.65479,0.34506,1.1075
222,1.776,0.77028,1.0,0.6601600000000001,0.33969,1.0968
223,1.784,0.74536,1.0,0.62012,0.35973,1.0899
224,1.7919999999999998,0.70528,1.0,0.55518,0.3998,1.0859999999999999
225,1.8,0.6652,1.0,0.4751,0.44477,1.0792
226,1.808,0.62512,1.0,0.3999,0.49511000000000005,1.0723
227,1.8159999999999998,0.6002,1.0,0.34521,0.5351899999999999,1.0645
228,1.824,0.57527,1.0,0.29004,0.565,1.0567
229,1.8319999999999999,0.55523,1.0,0.26025,0.58504,1.0489
230,1.84,0.54497,1.0,0.24023000000000003,0.59531,1.042
231,1.848,0.54497,1.0,0.22998000000000002,0.6050800000000001,1.0362
232,1.8559999999999999,0.5351899999999999,0.9860700000000001,0.22998000000000002,0.6050800000000001,1.0313
233,1.864,0.5351899999999999,0.97239,0.2251,0.60997,1.0244
234,1.8719999999999999,0.54008,0.94063,0.2251,0.6050800000000001,1.0186
235,1.88,0.54008,0.9091100000000001,0.22998000000000002,0.6050800000000001,1.0147
236,1.8880000000000001,0.5351899999999999,0.8724700000000001,0.22998000000000002,0.60997,1.0137
237,1.896,0.54008,0.8358200000000001,0.2251,0.6002,1.0147
238,1.9040000000000001,0.54008,0.79575,0.23485999999999999,0.6002,1.0108
239,1.912,0.5351899999999999,0.75592,0.23485999999999999,0.59531,1.0039
240,1.92,0.54008,0.7190300000000001,0.24023000000000003,0.59531,0.9970700000000001
241,1.9280000000000002,0.54008,0.68214,0.23485999999999999,0.59531,0.9970700000000001
242,1.936,0.54008,0.64842,0.22998000000000002,0.6002,1.0117
243,1.944,0.5351899999999999,0.6147100000000001,0.22998000000000002,0.6002,1.0508
244,1.952,0.5351899999999999,0.58197,0.22998000000000002,0.6002,1.1232
245,1.96,0.5351899999999999,0.54923,0.2251,0.59531,1.2336
246,1.9680000000000002,0.5351899999999999,0.51747,0.2251,0.6002,1.3822
247,1.976,0.5351899999999999,0.48595,0.2251,0.59531,1.5630000000000002
248,1.984,0.5351899999999999,0.45785,0.22021,0.6002,1.7351
249,1.992,0.5351899999999999,0.43,0.22998000000000002,0.59531,1.9022
250,2.0,0.56012,0.40533,0.24511999999999998,0.5899300000000001,2.089
251,2.008,0.58504,0.38065,0.28515999999999997,0.565,2.2747
252,2.016,0.6148600000000001,0.36036999999999997,0.3252,0.54008,2.4448
253,2.024,0.64027,0.34034000000000003,0.35986,0.52004,2.5914
254,2.032,0.65005,0.32397,0.39014,0.5,2.7126
255,2.04,0.64027,0.30784,0.41016,0.48485,2.8074
256,2.048,0.6300100000000001,0.29489,0.43018,0.46481000000000006,2.8778
257,2.056,0.6148600000000001,0.28194,0.44482,0.45015,2.9277
258,2.064,0.58016,0.27168000000000003,0.375,0.49511000000000005,2.9589
259,2.072,0.55523,0.26166999999999996,0.3252,0.52981,2.9756
260,2.08,0.5351899999999999,0.25336,0.26025,0.57527,2.9785
261,2.088,0.52004,0.2453,0.21484,0.60997,2.9677
262,2.096,0.51515,0.2387,0.19530999999999998,0.62512,2.9492
263,2.104,0.51515,0.2321,0.18994,0.6202300000000001,2.9247
264,2.112,0.51515,0.22673000000000001,0.19530999999999998,0.62512,2.8954
265,2.12,0.52004,0.22135,0.18994,0.6202300000000001,2.8612
266,2.128,0.51515,0.21670999999999999,0.19530999999999998,0.6202300000000001,2.8221
267,2.136,0.52004,0.21231,0.2002,0.6202300000000001,2.7791
268,2.144,0.52493,0.20815999999999998,0.20508,0.6202300000000001,2.7312
269,2.1519999999999997,0.52981,0.20401,0.2002,0.6148600000000001,2.6804
270,2.16,0.52004,0.19985,0.12988,0.6603100000000001,2.6246
271,2.168,0.6050800000000001,0.19594,0.030273,0.71505,2.5639999999999996
272,2.176,0.7952100000000001,0.19204000000000002,0.43506000000000006,0.41496000000000005,2.4995
273,2.184,1.0103,0.18813,1.3398,-0.17545999999999998,2.437
274,2.1919999999999997,1.2004,0.18422,1.5,-0.50049,2.3734
275,2.2,0.82014,0.18031,1.5,-0.39052,2.3021
276,2.208,0.42473,0.17567,0.94971,0.14467,2.2248
277,2.2159999999999997,0.50489,0.17102,0.5498,0.3998,2.1437
278,2.224,0.59531,0.16565,0.3501,0.5351899999999999,2.0606
279,2.2319999999999998,0.6050800000000001,0.16052,0.24023000000000003,0.6002,1.9795
280,2.24,0.6002,0.15612,0.18506,0.6300100000000001,1.9013
281,2.248,0.59531,0.15197,0.16016,0.6451600000000001,1.827
282,2.256,0.6002,0.1483,0.1499,0.65494,1.7595
283,2.2640000000000002,0.6050800000000001,0.14464000000000002,0.14502,0.6603100000000001,1.6999
284,2.272,0.6050800000000001,0.14024,0.1499,0.65494,1.6481
285,2.28,0.60997,0.13609000000000002,0.14502,0.65005,1.6041
286,2.2880000000000003,0.6202300000000001,0.13096,0.1499,0.65494,1.5709
287,2.296,0.62512,0.12607000000000002,0.1499,0.6451600000000001,1.5445
288,2.3040000000000003,0.62512,0.12045,0.16504000000000002,0.64027,1.5191
289,2.312,0.62512,0.11507,0.17529,0.6349,1.4956
290,2.32,0.6349,0.10945999999999999,0.19530999999999998,0.6202300000000001,1.4751
291,2.3280000000000003,0.65005,0.10407999999999999,0.20995999999999998,0.6148600000000001,1.4555
292,2.336,0.6652,0.099682,0.2251,0.6002,1.4379
293,2.344,0.67498,0.095529,0.24023000000000003,0.59531,1.4223
294,2.352,0.68524,0.09210800000000001,0.25,0.5899300000000001,1.4066
295,2.36,0.70039,0.08893200000000001,0.26514,0.58016,1.391
296,2.3680000000000003,0.71017,0.085512,0.28026999999999996,0.57527,1.3754
297,2.376,0.7199399999999999,0.082091,0.29491999999999996,0.565,1.3597
298,2.384,0.73021,0.078671,0.31494,0.54985,1.347
299,2.392,0.74536,0.075495,0.33008000000000004,0.54008,1.3372
300,2.4,0.75024,0.07280700000000001,0.3501,0.52493,1.3245
301,2.408,0.7654,0.070364,0.375,0.51515,1.3118
302,2.416,0.77517,0.068165,0.3999,0.5,1.2981
303,2.424,0.79032,0.066211,0.4248,0.48485,1.2845
304,2.432,0.8001,0.06279,0.4502,0.47018999999999994,1.2708
305,2.44,0.8103600000000001,0.059614,0.4751,0.45503000000000005,1.2561
306,2.448,0.82014,0.054972,0.50977,0.43011000000000005,1.2414
307,2.456,0.8304,0.05033,0.54492,0.41007,1.2278
308,2.464,0.8304,0.044222000000000004,0.58008,0.39492,1.2151
309,2.472,0.8304,0.038357999999999996,0.6098600000000001,0.37488,1.2033
310,2.48,0.81525,0.031517,0.6401399999999999,0.35973,1.1926
311,2.488,0.79032,0.024676,0.6450199999999999,0.35484,1.1857
312,2.496,0.75024,0.018080000000000002,0.6001,0.37488,1.1808
313,2.504,0.70528,0.011727,0.52979,0.41007,1.173
314,2.512,0.6451600000000001,0.005619399999999999,0.4502,0.45992,1.1642
315,2.52,0.6002,-0.00048864,0.375,0.50489,1.1564
316,2.528,0.565,-0.00048864,0.31006,0.54497,1.1496
317,2.536,0.54008,-0.00048864,0.26514,0.565,1.1437
318,2.544,0.52004,-0.00048864,0.22998000000000002,0.5899300000000001,1.1378
319,2.552,0.51515,-0.00048864,0.21484,0.59531,1.1329
320,2.56,0.50978,-0.00048864,0.20995999999999998,0.60997,1.129
321,2.568,0.50978,-0.00048864,0.2002,0.6148600000000001,1.1261
322,2.576,0.50978,-0.00048864,0.20508,0.60997,1.1232
323,2.5839999999999996,0.50978,-0.00048864,0.2002,0.60997,1.1241
324,2.592,0.50978,-0.00048864,0.20995999999999998,0.6050800000000001,1.1261
325,2.6,0.50978,-0.00048864,0.20995999999999998,0.6050800000000001,1.1251
326,2.608,0.50978,-0.00048864,0.20995999999999998,0.60997,1.1212
327,2.616,0.50978,-0.00048864,0.21484,0.6002,1.1153
328,2.6239999999999997,0.50978,-0.00048864,0.22021,0.6002,1.1075
329,2.6319999999999997,0.50978,-0.00048864,0.22021,0.59531,1.1017
330,2.64,0.50978,-0.00048864,0.2251,0.59531,1.1046
331,2.648,0.50978,-0.00048864,0.2251,0.59531,1.1251
332,2.656,0.50978,-0.00048864,0.22998000000000002,0.59531,1.173
333,2.6639999999999997,0.50978,-0.00048864,0.22998000000000002,0.5899300000000001,1.2571
334,2.6719999999999997,0.50489,-0.00048864,0.22998000000000002,0.59531,1.3793
335,2.68,0.50978,-0.00048864,0.22998000000000002,0.5899300000000001,1.5357
336,2.688,0.50978,-0.00048864,0.22998000000000002,0.59531,1.6921
337,2.696,0.50978,-0.00048864,0.22998000000000002,0.59531,1.8524
338,2.7039999999999997,0.50978,-0.00048864,0.24023000000000003,0.58504,2.0401
339,2.7119999999999997,0.5351899999999999,-0.00048864,0.26514,0.56989,2.2326
340,2.72,0.565,-0.00048864,0.30518,0.54985,2.4154
341,2.728,0.5899300000000001,-0.00048864,0.34521,0.52493,2.5787
342,2.736,0.60997,-0.00048864,0.37012,0.50489,2.7175
343,2.7439999999999998,0.6148600000000001,-0.00048864,0.3999,0.48485,2.8299
344,2.752,0.6002,-0.00048864,0.41503999999999996,0.46481000000000006,2.9169
345,2.76,0.58504,-0.00048864,0.43993999999999994,0.45015,2.9814
346,2.7680000000000002,0.56989,-0.00048864,0.41991999999999996,0.44477,3.0254
347,2.7760000000000002,0.5351899999999999,-0.00048864,0.35986,0.49511000000000005,3.0528
348,2.784,0.51515,-0.00048864,0.31006,0.5351899999999999,3.0616
349,2.792,0.49022,-0.00048864,0.25,0.58016,3.0577
350,2.8,0.48485,-0.00048864,0.20508,0.60997,3.0479
351,2.8080000000000003,0.48485,-0.00048864,0.18994,0.6202300000000001,3.0323
352,2.8160000000000003,0.48485,-0.00048864,0.19530999999999998,0.6202300000000001,3.0108
353,2.824,0.48485,-0.00048864,0.18994,0.6202300000000001,2.9824
354,2.832,0.48485,-0.00048864,0.19530999999999998,0.6202300000000001,2.9492
355,2.84,0.48485,-0.00048864,0.2002,0.6202300000000001,2.911
356,2.8480000000000003,0.49022,-0.00048864,0.2002,0.6148600000000001,2.87
357,2.8560000000000003,0.5,-0.00048864,0.2002,0.6148600000000001,2.824
358,2.864,0.50489,-0.00048864,0.18994,0.6202300000000001,2.7752
359,2.872,0.5,-0.00048864,0.095215,0.68035,2.7234
360,2.88,0.6050800000000001,-0.00048864,0.040039,0.7199399999999999,2.6735
361,2.888,0.80499,-0.00048864,0.59521,0.30499,2.6217
362,2.8960000000000004,0.98534,-0.00048864,1.5,-0.31035999999999997,2.5639999999999996
363,2.904,1.1202,-0.00048864,1.5,-0.50049,2.5005
364,2.912,0.65005,-0.00048864,1.5,-0.23558,2.4321
365,2.92,0.40469,-0.00048864,0.8198200000000001,0.21994,2.3587
366,2.928,0.52004,-0.00048864,0.49512,0.435,2.2815
367,2.9360000000000004,0.58016,-0.00048864,0.31982,0.54985,2.2004
368,2.944,0.56989,-0.00048864,0.23485999999999999,0.6050800000000001,2.1173
369,2.952,0.56989,-0.00048864,0.18994,0.6300100000000001,2.0332
370,2.96,0.565,-0.00048864,0.16016,0.6451600000000001,1.9511
371,2.968,0.58016,-0.00048864,0.1499,0.65005,1.8729
372,2.9760000000000004,0.58016,-0.00048864,0.14502,0.6603100000000001,1.8006
373,2.984,0.58016,-0.00048864,0.14502,0.6603100000000001,1.7419
374,2.992,0.58504,-0.00048864,0.1499,0.65494,1.694
375,3.0,0.59531,-0.00048864,0.1499,0.65005,1.6481
376,3.008,0.6002,-0.00048864,0.16016,0.6451600000000001,1.6061
377,3.016,0.60997,-0.00048864,0.16992000000000002,0.6349,1.5699
378,3.0239999999999996,0.6202300000000001,-0.00048864,0.18018,0.6349,1.5386
379,3.032,0.6300100000000001,-0.00048864,0.2002,0.6202300000000001,1.5122
380,3.04,0.64027,-0.00048864,0.20995999999999998,0.6202300000000001,1.4888
381,3.048,0.65494,-0.00048864,0.22998000000000002,0.6050800000000001,1.4682
382,3.056,0.6603100000000001,-0.00048864,0.24511999999999998,0.59531,1.4497
383,3.0639999999999996,0.67498,-0.00048864,0.26025,0.5899300000000001,1.4321
384,3.072,0.68035,-0.00048864,0.27002,0.58016,1.4154
385,3.08,0.69501,-0.00048864,0.28026999999999996,0.56989,1.4027
386,3.088,0.70039,-0.00048864,0.29491999999999996,0.56012,1.392
