,Time [s], RESP, PLETH, V, AVR, II
54,0.43200000000000005,0.10166,0.57185,0.50588,0.51961,0.41961000000000004
55,0.44,0.098729,0.56207,0.53922,0.52549,0.40392
56,0.44799999999999995,0.094819,0.5474100000000001,0.56471,0.52549,0.38431
57,0.456,0.08993200000000001,0.53372,0.58039,0.5451,0.34902
58,0.46399999999999997,0.086022,0.5210199999999999,0.59608,0.5549,0.33921999999999997
59,0.47200000000000003,0.082111,0.5092899999999999,0.58039,0.53922,0.3549
60,0.48,0.07820099999999999,0.50244,0.56471,0.52941,0.38039
61,0.488,0.075269,0.49756000000000006,0.5549,0.5352899999999999,0.38039
62,0.496,0.070381,0.4956,0.5549,0.51961,0.3902
63,0.504,0.06549400000000001,0.49462,0.5451,0.51961,0.40392
64,0.512,0.06060599999999999,0.49365,0.53922,0.51961,0.39411999999999997
65,0.52,0.054741,0.49365,0.53922,0.5098,0.40392
66,0.528,0.048875999999999996,0.49365,0.52941,0.4902,0.42941
67,0.536,0.043988,0.49168999999999996,0.51961,0.48431,0.43528999999999995
68,0.544,0.038123000000000004,0.48876000000000003,0.51961,0.49412,0.43922
69,0.552,0.033236,0.4868,0.52549,0.47058999999999995,0.46078
70,0.56,0.028348,0.48386999999999997,0.5352899999999999,0.4549,0.48431
71,0.568,0.024437999999999998,0.48094,0.53922,0.43922,0.51569
72,0.5760000000000001,0.022483000000000003,0.47801000000000005,0.52549,0.41961000000000004,0.55098
73,0.584,0.01955,0.47507,0.51961,0.38431,0.60588
74,0.5920000000000001,0.01955,0.47116,0.51569,0.3549,0.6549
75,0.6,0.018573,0.46823000000000004,0.5098,0.32353000000000004,0.69608
76,0.608,0.01955,0.46334,0.5,0.30391999999999997,0.72549
77,0.616,0.021505,0.45846000000000003,0.5,0.29412,0.7411800000000001
78,0.624,0.023459999999999998,0.45357,0.4902,0.28431,0.75098
79,0.632,0.026393,0.44868,0.4902,0.2902,0.7411800000000001
80,0.64,0.030302999999999997,0.44378999999999996,0.47451000000000004,0.3098,0.7156899999999999
81,0.648,0.035191,0.43891,0.48431,0.33921999999999997,0.66471
82,0.6559999999999999,0.042033,0.435,0.48431,0.38039,0.60588
83,0.664,0.049852999999999995,0.43109,0.4902,0.42549,0.5451
84,0.672,0.06060599999999999,0.4262,0.48431,0.46471,0.47451000000000004
85,0.68,0.070381,0.42326,0.5,0.5,0.42941
86,0.688,0.082111,0.42033000000000004,0.5098,0.51961,0.38431
87,0.696,0.094819,0.41838000000000003,0.51961,0.5451,0.3451
88,0.7040000000000001,0.10753,0.41641999999999996,0.52549,0.56471,0.31961
89,0.7120000000000001,0.12120999999999998,0.41447,0.52549,0.58039,0.3098
90,0.72,0.13392,0.41447,0.52549,0.58039,0.3098
91,0.728,0.14662999999999998,0.41348999999999997,0.52941,0.5705899999999999,0.3098
92,0.736,0.15934,0.41251000000000004,0.52549,0.5745100000000001,0.30391999999999997
93,0.7440000000000001,0.17107,0.41251000000000004,0.51961,0.5902,0.29412
94,0.752,0.18475,0.41251000000000004,0.51569,0.58039,0.3
95,0.76,0.19746,0.41251000000000004,0.50588,0.56471,0.32941
96,0.768,0.21114000000000002,0.41251000000000004,0.5,0.5705899999999999,0.32941
97,0.7759999999999999,0.22580999999999998,0.41348999999999997,0.5,0.5705899999999999,0.32353000000000004
98,0.784,0.23754,0.41544,0.50588,0.5607800000000001,0.33921999999999997
99,0.792,0.25024,0.4174,0.5098,0.56471,0.32941
100,0.8,0.26197,0.41935,0.51569,0.56471,0.33529000000000003
101,0.8079999999999999,0.2737,0.42033000000000004,0.5,0.5607800000000001,0.33921999999999997
102,0.816,0.28446,0.42131,0.50588,0.56471,0.33921999999999997
103,0.8240000000000001,0.29521,0.42131,0.50588,0.5549,0.33921999999999997
104,0.8320000000000001,0.30596,0.42033000000000004,0.5,0.5607800000000001,0.33921999999999997
105,0.84,0.31672,0.41935,0.5,0.56471,0.33529000000000003
106,0.848,0.32845,0.41641999999999996,0.50588,0.5607800000000001,0.32941
107,0.856,0.34018000000000004,0.41447,0.5,0.5705899999999999,0.31961
108,0.8640000000000001,0.35191,0.41348999999999997,0.5098,0.56471,0.32941
109,0.872,0.36364,0.41348999999999997,0.50588,0.56471,0.33529000000000003
110,0.88,0.37439,0.41641999999999996,0.5352899999999999,0.5607800000000001,0.33921999999999997
111,0.888,0.38514,0.42131,0.5549,0.5451,0.3549
112,0.8959999999999999,0.39394,0.42815,0.5705899999999999,0.5352899999999999,0.36471
113,0.904,0.40371,0.43695,0.5549,0.55098,0.3451
114,0.912,0.41447,0.45064,0.53922,0.5451,0.33529000000000003
115,0.92,0.42522,0.46823000000000004,0.5,0.5607800000000001,0.31373
116,0.9279999999999999,0.43793000000000004,0.4868,0.48431,0.5705899999999999,0.3098
117,0.9359999999999999,0.44966000000000006,0.50538,0.46471,0.5705899999999999,0.31373
118,0.9440000000000001,0.46138999999999997,0.52395,0.46078,0.56471,0.32941
119,0.9520000000000001,0.47312,0.5415399999999999,0.46471,0.5705899999999999,0.31961
120,0.96,0.48386999999999997,0.55816,0.46078,0.5607800000000001,0.33529000000000003
121,0.968,0.4956,0.57185,0.47451000000000004,0.5745100000000001,0.3098
122,0.976,0.50831,0.58162,0.47451000000000004,0.58039,0.3098
123,0.9840000000000001,0.52199,0.58749,0.47058999999999995,0.5902,0.30391999999999997
124,0.992,0.53568,0.59042,0.46471,0.58039,0.3098
125,1.0,0.5503399999999999,0.59042,0.47451000000000004,0.58039,0.31373
126,1.008,0.56696,0.5914,0.56471,0.59608,0.26471
127,1.016,0.5826,0.59042,0.58431,0.49412,0.4549
128,1.024,0.59922,0.58944,0.23922,0.084314,1.2078
129,1.032,0.6168100000000001,0.5865100000000001,-0.38824000000000003,-0.41765,1.5039
130,1.04,0.63245,0.5826,-0.5019600000000001,-0.42353,1.5039
131,1.048,0.64712,0.5777100000000001,0.029412,0.37451,0.82549
132,1.056,0.66178,0.57087,0.39411999999999997,0.60588,0.33529000000000003
133,1.064,0.6754600000000001,0.56305,0.47451000000000004,0.5745100000000001,0.31373
134,1.072,0.69013,0.5523,0.48039,0.5607800000000001,0.33529000000000003
135,1.08,0.70381,0.54057,0.5,0.5705899999999999,0.31373
136,1.088,0.71848,0.52884,0.5098,0.5705899999999999,0.3098
137,1.0959999999999999,0.73314,0.5171100000000001,0.51961,0.5705899999999999,0.30391999999999997
138,1.104,0.7468199999999999,0.5073300000000001,0.52549,0.5705899999999999,0.3098
139,1.112,0.76051,0.49756000000000006,0.51961,0.5549,0.31373
140,1.12,0.77322,0.48778,0.50588,0.5607800000000001,0.3098
141,1.128,0.78592,0.47996000000000005,0.49412,0.5451,0.33529000000000003
142,1.136,0.7986300000000001,0.4741,0.4902,0.5549,0.33529000000000003
143,1.1440000000000001,0.8123199999999999,0.47018999999999994,0.49412,0.53922,0.34902
144,1.1520000000000001,0.826,0.46823000000000004,0.5,0.5352899999999999,0.36471
145,1.16,0.8396899999999999,0.46725,0.48431,0.52549,0.37451
146,1.168,0.85435,0.46628000000000003,0.47451000000000004,0.5098,0.40392
147,1.176,0.8699899999999999,0.46431999999999995,0.48039,0.5,0.42549
148,1.1840000000000002,0.88465,0.46041000000000004,0.4902,0.48039,0.44902
149,1.192,0.9002899999999999,0.4565,0.4902,0.46471,0.48039
150,1.2,0.91496,0.45258999999999994,0.49412,0.4451,0.51569
151,1.208,0.9286399999999999,0.4477,0.47451000000000004,0.4098,0.5705899999999999
152,1.216,0.94135,0.44378999999999996,0.46078,0.38431,0.6098
153,1.224,0.9550299999999999,0.43891,0.4451,0.33921999999999997,0.67647
154,1.232,0.9677399999999999,0.43304,0.42941,0.3098,0.73137
155,1.24,0.9814299999999999,0.43011000000000005,0.42941,0.28431,0.77647
156,1.248,0.9912,0.42717,0.42549,0.26471,0.8
157,1.256,1.0,0.42522,0.42549,0.26471,0.8
158,1.264,1.0,0.42228999999999994,0.42941,0.26863000000000004,0.8
159,1.272,1.0,0.41935,0.4098,0.27843,0.77647
160,1.28,1.0,0.4174,0.40392,0.32353000000000004,0.7156899999999999
161,1.288,1.0,0.41544,0.42941,0.36471,0.65098
162,1.296,1.0,0.41348999999999997,0.47058999999999995,0.4098,0.58431
163,1.304,1.0,0.41251000000000004,0.5,0.4549,0.50588
164,1.3119999999999998,1.0,0.41153,0.53922,0.50588,0.43528999999999995
165,1.32,1.0,0.41153,0.56471,0.5451,0.37059000000000003
166,1.328,1.0,0.41153,0.59608,0.5705899999999999,0.32941
167,1.3359999999999999,1.0,0.41251000000000004,0.6,0.59608,0.2902
168,1.344,1.0,0.41348999999999997,0.6098,0.61569,0.25882
169,1.3519999999999999,1.0,0.41348999999999997,0.61569,0.62549,0.23922
170,1.36,1.0,0.41447,0.6098,0.6352899999999999,0.22941
171,1.368,1.0,0.41544,0.5902,0.62941,0.23922
172,1.376,1.0,0.41641999999999996,0.58431,0.61569,0.2549
173,1.3840000000000001,1.0,0.41641999999999996,0.58039,0.61569,0.26471
174,1.392,1.0,0.4174,0.58431,0.6,0.28431
175,1.4,1.0,0.4174,0.5902,0.58431,0.30391999999999997
176,1.4080000000000001,1.0,0.41838000000000003,0.59608,0.5705899999999999,0.32941
177,1.416,1.0,0.41838000000000003,0.60588,0.56471,0.3451
178,1.4240000000000002,1.0,0.41838000000000003,0.59608,0.55098,0.3549
179,1.432,1.0,0.41935,0.59608,0.55098,0.37059000000000003
180,1.44,1.0,0.42033000000000004,0.5902,0.5451,0.38039
181,1.4480000000000002,1.0,0.42033000000000004,0.5902,0.53922,0.38431
182,1.456,1.0,0.42131,0.5705899999999999,0.53922,0.39411999999999997
183,1.464,1.0,0.42033000000000004,0.5705899999999999,0.5451,0.38431
184,1.472,1.0,0.41838000000000003,0.56471,0.5451,0.38431
185,1.48,1.0,0.41641999999999996,0.56471,0.53922,0.38039
186,1.4880000000000002,1.0,0.41544,0.5549,0.55098,0.37451
187,1.496,1.0,0.41348999999999997,0.55098,0.55098,0.37059000000000003
188,1.504,1.0,0.41153,0.5451,0.5451,0.36471
189,1.5119999999999998,1.0,0.41056000000000004,0.5607800000000001,0.55098,0.35882
190,1.52,1.0,0.41153,0.5705899999999999,0.53922,0.37451
191,1.528,1.0,0.41447,0.59608,0.52941,0.38431
192,1.536,1.0,0.41935,0.60588,0.53922,0.38039
193,1.544,1.0,0.42717,0.61569,0.53922,0.35882
194,1.5519999999999998,1.0,0.43891,0.5902,0.5451,0.34902
195,1.56,1.0,0.45357,0.56471,0.5607800000000001,0.31373
196,1.568,1.0,0.47213999999999995,0.52549,0.5705899999999999,0.3098
197,1.5759999999999998,1.0,0.48973999999999995,0.51569,0.5705899999999999,0.31961
198,1.584,1.0,0.50831,0.4902,0.56471,0.33529000000000003
199,1.5919999999999999,1.0,0.52395,0.48431,0.5607800000000001,0.33921999999999997
200,1.6,1.0,0.53666,0.49412,0.5607800000000001,0.33529000000000003
201,1.608,1.0,0.5483899999999999,0.5,0.56471,0.33529000000000003
202,1.6159999999999999,1.0,0.55914,0.5,0.5705899999999999,0.32353000000000004
203,1.624,1.0,0.56794,0.5,0.5745100000000001,0.32941
204,1.632,0.98925,0.5738,0.5,0.5705899999999999,0.33529000000000003
205,1.64,0.97849,0.5777100000000001,0.49412,0.5705899999999999,0.3451
206,1.6480000000000001,0.95894,0.57967,0.55098,0.58431,0.3
207,1.656,0.93939,0.57967,0.6098,0.60588,0.25882
208,1.6640000000000001,0.9188700000000001,0.5786899999999999,0.44902,0.3549,0.7156899999999999
209,1.672,0.8983399999999999,0.5767399999999999,-0.16275,-0.18627,1.5039
210,1.68,0.87879,0.5738,-0.5019600000000001,-0.38235,1.5039
211,1.6880000000000002,0.85924,0.56989,-0.33725,0.094118,1.3784
212,1.696,0.8406600000000001,0.56403,0.21373000000000003,0.51569,0.51961
213,1.704,0.8230700000000001,0.55523,0.39411999999999997,0.5451,0.40392
214,1.712,0.80352,0.54448,0.43922,0.52549,0.4098
215,1.72,0.78495,0.53275,0.47451000000000004,0.53922,0.37059000000000003
216,1.7280000000000002,0.76442,0.5210199999999999,0.5,0.53922,0.3549
217,1.736,0.74487,0.5092899999999999,0.51961,0.5549,0.33529000000000003
218,1.744,0.7263,0.49951,0.51569,0.5451,0.3549
219,1.7519999999999998,0.70772,0.49168999999999996,0.5,0.5352899999999999,0.37059000000000003
220,1.76,0.6911,0.48583000000000004,0.48431,0.52941,0.37451
221,1.768,0.67351,0.47996000000000005,0.48039,0.5352899999999999,0.36471
222,1.776,0.65689,0.4741,0.48431,0.52549,0.38039
223,1.784,0.6393,0.46921,0.49412,0.52941,0.38039
224,1.7919999999999998,0.62366,0.4653,0.5,0.51961,0.38039
225,1.8,0.6070399999999999,0.46237,0.49412,0.51569,0.4
226,1.808,0.59238,0.46041000000000004,0.47451000000000004,0.5,0.41961000000000004
227,1.8159999999999998,0.5777100000000001,0.45748,0.48431,0.5,0.41961000000000004
228,1.824,0.565,0.45455,0.47451000000000004,0.47451000000000004,0.46078
229,1.8319999999999999,0.5523,0.45064,0.48039,0.46471,0.47451000000000004
230,1.84,0.54252,0.44575,0.47451000000000004,0.44902,0.50588
231,1.848,0.53275,0.44086000000000003,0.48039,0.43528999999999995,0.52549
232,1.8559999999999999,0.52493,0.43695,0.47451000000000004,0.4,0.5902
233,1.864,0.5171100000000001,0.43206000000000006,0.48039,0.37451,0.61961
234,1.8719999999999999,0.51026,0.42815,0.47451000000000004,0.33921999999999997,0.67647
235,1.88,0.5044,0.42522,0.47451000000000004,0.3098,0.7215699999999999
236,1.8880000000000001,0.49951,0.42326,0.47058999999999995,0.28431,0.75098
237,1.896,0.4956,0.42131,0.47451000000000004,0.26863000000000004,0.77647
238,1.9040000000000001,0.49168999999999996,0.41935,0.48039,0.27843,0.77059
239,1.912,0.48778,0.4174,0.48039,0.27451,0.77059
240,1.92,0.48485,0.41544,0.48039,0.29412,0.7451
241,1.9280000000000002,0.48191999999999996,0.41348999999999997,0.48431,0.32941,0.6902
242,1.936,0.47898,0.41251000000000004,0.48039,0.37059000000000003,0.62941
243,1.944,0.47703,0.41056000000000004,0.48039,0.4098,0.56471
244,1.952,0.47507,0.40958,0.48039,0.44902,0.50588
245,1.96,0.47312,0.4086,0.4902,0.4902,0.4549
246,1.9680000000000002,0.47116,0.40762,0.49412,0.51569,0.41568999999999995
247,1.976,0.47018999999999994,0.40762,0.49412,0.52941,0.3902
248,1.984,0.46823000000000004,0.40762,0.5,0.5451,0.36471
249,1.992,0.46725,0.40762,0.5,0.5607800000000001,0.3451
250,2.0,0.4653,0.40762,0.50588,0.5705899999999999,0.33529000000000003
251,2.008,0.46431999999999995,0.4086,0.5,0.56471,0.32941
252,2.016,0.46138999999999997,0.4086,0.51569,0.56471,0.33529000000000003
253,2.024,0.45943,0.40762,0.5098,0.5705899999999999,0.32353000000000004
254,2.032,0.4565,0.40762,0.51569,0.5607800000000001,0.33921999999999997
255,2.04,0.45357,0.40762,0.5098,0.5451,0.35882
256,2.048,0.44868,0.4086,0.5098,0.5451,0.36471
257,2.056,0.44477,0.4086,0.5,0.5451,0.37451
258,2.064,0.43891,0.41056000000000004,0.5098,0.53922,0.36471
259,2.072,0.43401999999999996,0.41153,0.50588,0.5352899999999999,0.38039
260,2.08,0.42815,0.41153,0.5098,0.52941,0.38431
261,2.088,0.42228999999999994,0.41251000000000004,0.50588,0.5352899999999999,0.39411999999999997
262,2.096,0.41447,0.41251000000000004,0.5098,0.51961,0.40392
263,2.104,0.40665,0.41056000000000004,0.50588,0.52941,0.38039
264,2.112,0.39687,0.4086,0.5,0.51961,0.39411999999999997
265,2.12,0.3871,0.40665,0.5,0.51961,0.39411999999999997
266,2.128,0.37634,0.40469,0.50588,0.52941,0.38039
267,2.136,0.36559,0.40469,0.50588,0.5352899999999999,0.37451
268,2.144,0.35386,0.40567,0.5098,0.53922,0.37059000000000003
269,2.1519999999999997,0.34213000000000005,0.4086,0.5098,0.5352899999999999,0.37451
270,2.16,0.33138,0.41447,0.52941,0.52549,0.3902
271,2.168,0.3216,0.42423999999999995,0.5451,0.51961,0.4
272,2.176,0.31281,0.43793000000000004,0.56471,0.51961,0.39411999999999997
273,2.184,0.30303,0.4565,0.5705899999999999,0.51961,0.3902
274,2.1919999999999997,0.29521,0.47507,0.5745100000000001,0.52941,0.38039
275,2.2,0.28739000000000003,0.49267,0.5451,0.53922,0.3549
276,2.208,0.28055,0.51222,0.51961,0.5607800000000001,0.31961
277,2.2159999999999997,0.2737,0.53079,0.49412,0.55098,0.3451
278,2.224,0.26784,0.5493600000000001,0.47058999999999995,0.5451,0.35882
279,2.2319999999999998,0.26295,0.565,0.46078,0.5451,0.37451
280,2.24,0.25904,0.5786899999999999,0.46471,0.5451,0.37059000000000003
281,2.248,0.25513,0.58944,0.48039,0.5451,0.37451
282,2.256,0.25318,0.59824,0.4902,0.5607800000000001,0.33921999999999997
283,2.2640000000000002,0.25122,0.60411,0.5,0.56471,0.34902
284,2.272,0.25024,0.60802,0.49412,0.5705899999999999,0.33921999999999997
285,2.28,0.25024,0.60997,0.49412,0.56471,0.34902
286,2.2880000000000003,0.25122,0.60997,0.4902,0.5607800000000001,0.3549
287,2.296,0.2522,0.60997,0.6,0.5902,0.26863000000000004
288,2.3040000000000003,0.25318,0.6089899999999999,0.61569,0.5,0.44902
289,2.312,0.25513,0.6089899999999999,0.2,0.1098,1.1765
290,2.32,0.25611,0.60606,-0.5019600000000001,-0.36667,1.5039
291,2.3280000000000003,0.25806,0.60117,-0.5019600000000001,-0.38235,1.5039
292,2.336,0.25904,0.59433,-0.072549,0.37451,0.8156899999999999
293,2.344,0.26002,0.5845600000000001,0.3,0.52941,0.4549
294,2.352,0.25904,0.5747800000000001,0.4098,0.51961,0.42941
295,2.36,0.25904,0.56305,0.47058999999999995,0.52549,0.4
296,2.3680000000000003,0.25709,0.55132,0.50588,0.5352899999999999,0.36471
297,2.376,0.25611,0.53959,0.5352899999999999,0.5451,0.34902
298,2.384,0.25415,0.52884,0.5451,0.5451,0.33921999999999997
299,2.392,0.2522,0.5210199999999999,0.53922,0.53922,0.34902
300,2.4,0.24927,0.5132,0.53922,0.52549,0.37059000000000003
301,2.408,0.24633000000000002,0.50635,0.52941,0.52549,0.35882
302,2.416,0.24145,0.50244,0.52549,0.51961,0.38039
303,2.424,0.23754,0.49853000000000003,0.51961,0.5098,0.39411999999999997
304,2.432,0.23265,0.49658,0.52941,0.5,0.40392
305,2.44,0.22678,0.49462,0.52941,0.5,0.41568999999999995
306,2.448,0.22091999999999998,0.49168999999999996,0.5352899999999999,0.49412,0.41961000000000004
307,2.456,0.21505,0.48876000000000003,0.51961,0.48431,0.42941
308,2.464,0.20820999999999998,0.48583000000000004,0.51961,0.47451000000000004,0.44902
309,2.472,0.20235,0.48094,0.52549,0.46471,0.47058999999999995
310,2.48,0.19648,0.47605,0.51961,0.4451,0.4902
311,2.488,0.19159,0.47213999999999995,0.51961,0.42549,0.51961
312,2.496,0.18767999999999999,0.46823000000000004,0.51961,0.40392,0.56471
313,2.504,0.1828,0.4653,0.51569,0.38039,0.6
314,2.512,0.17889000000000002,0.46237,0.51569,0.34902,0.6451
315,2.52,0.17498,0.46041000000000004,0.5098,0.31961,0.69608
316,2.528,0.17107,0.45846000000000003,0.5098,0.2902,0.7451
317,2.536,0.16813,0.4565,0.50588,0.26863000000000004,0.77647
318,2.544,0.1652,0.45357,0.51961,0.2549,0.79608
319,2.552,0.16325,0.44966000000000006,0.51961,0.25882,0.79608
320,2.56,0.16129000000000002,0.44575,0.51961,0.26471,0.7803899999999999
321,2.568,0.15934,0.44183999999999996,0.50588,0.2902,0.7411800000000001
322,2.576,0.15836,0.43793000000000004,0.5,0.31961,0.7
323,2.5839999999999996,0.15738,0.43304,0.49412,0.35882,0.65098
324,2.592,0.15542999999999998,0.42913,0.5,0.40392,0.58431
325,2.6,0.15445,0.42423999999999995,0.50588,0.4451,0.52549
326,2.608,0.15347,0.41838000000000003,0.51569,0.47451000000000004,0.48039
327,2.616,0.15249000000000001,0.41447,0.52941,0.49412,0.4549
328,2.6239999999999997,0.15152000000000002,0.41153,0.5451,0.50588,0.42941
329,2.6319999999999997,0.15054,0.40958,0.5451,0.51569,0.41568999999999995
330,2.64,0.14956,0.4086,0.56471,0.52941,0.4
331,2.648,0.14858,0.40958,0.5745100000000001,0.5352899999999999,0.3902
332,2.656,0.14761,0.40958,0.5745100000000001,0.53922,0.3902
333,2.6639999999999997,0.14662999999999998,0.40958,0.5705899999999999,0.52549,0.40392
334,2.6719999999999997,0.14467,0.41056000000000004,0.5705899999999999,0.52941,0.41568999999999995
335,2.68,0.14272,0.41056000000000004,0.5745100000000001,0.5352899999999999,0.4098
336,2.688,0.14076,0.41056000000000004,0.5705899999999999,0.51961,0.41961000000000004
337,2.696,0.13783,0.41056000000000004,0.58039,0.51961,0.42549
338,2.7039999999999997,0.13392,0.41056000000000004,0.5745100000000001,0.52549,0.41961000000000004
339,2.7119999999999997,0.13099,0.41056000000000004,0.58039,0.51961,0.42549
340,2.72,0.12708,0.41056000000000004,0.5705899999999999,0.51961,0.41568999999999995
341,2.728,0.12317,0.41153,0.5745100000000001,0.51961,0.42549
342,2.736,0.11828,0.41056000000000004,0.5705899999999999,0.51569,0.42549
343,2.7439999999999998,0.11241,0.41056000000000004,0.5705899999999999,0.51961,0.41568999999999995
344,2.752,0.10557000000000001,0.41056000000000004,0.56471,0.52941,0.4098
345,2.76,0.098729,0.40958,0.5549,0.52941,0.40392
346,2.7680000000000002,0.090909,0.40958,0.5451,0.5451,0.39411999999999997
347,2.7760000000000002,0.083089,0.40958,0.53922,0.52941,0.40392
348,2.784,0.075269,0.40958,0.5352899999999999,0.5352899999999999,0.4
349,2.792,0.066471,0.41056000000000004,0.53922,0.53922,0.38039
350,2.8,0.059628999999999995,0.41251000000000004,0.5451,0.51961,0.40392
351,2.8080000000000003,0.052786,0.41641999999999996,0.5607800000000001,0.52549,0.4098
352,2.8160000000000003,0.047898,0.42522,0.5902,0.51961,0.40392
353,2.824,0.042033,0.43793000000000004,0.6,0.51569,0.41568999999999995
354,2.832,0.037146,0.45552,0.5902,0.51961,0.39411999999999997
355,2.84,0.032257999999999995,0.47605,0.5607800000000001,0.5352899999999999,0.37451
356,2.8480000000000003,0.02737,0.49658,0.52941,0.53922,0.36471
357,2.8560000000000003,0.023459999999999998,0.51808,0.5,0.53922,0.35882
358,2.864,0.021505,0.53763,0.4902,0.5451,0.35882
359,2.872,0.01955,0.55523,0.48039,0.5451,0.36471
360,2.88,0.01955,0.56989,0.47451000000000004,0.5549,0.3549
361,2.888,0.01955,0.58065,0.48039,0.55098,0.35882
362,2.8960000000000004,0.022483000000000003,0.5865100000000001,0.49412,0.5607800000000001,0.34902
363,2.904,0.026393,0.59238,0.49412,0.56471,0.33921999999999997
364,2.912,0.031281,0.59726,0.5,0.5705899999999999,0.33529000000000003
365,2.92,0.037146,0.59922,0.4902,0.5705899999999999,0.33529000000000003
366,2.928,0.044966000000000006,0.6002,0.48431,0.5607800000000001,0.3451
367,2.9360000000000004,0.052786,0.6002,0.58431,0.59608,0.27451
368,2.944,0.062561,0.59824,0.61569,0.50588,0.42941
369,2.952,0.072336,0.59433,0.2902,0.1549,1.0922
370,2.96,0.083089,0.58944,-0.36275,-0.35294000000000003,1.5039
371,2.968,0.093842,0.5845600000000001,-0.5019600000000001,-0.37843000000000004,1.5039
372,2.9760000000000004,0.10459,0.5767399999999999,-0.0058823,0.3451,0.8960799999999999
373,2.984,0.11535,0.56696,0.38039,0.5902,0.35882
374,2.992,0.12708,0.55621,0.4451,0.5705899999999999,0.33921999999999997
375,3.0,0.13881,0.54545,0.47058999999999995,0.55098,0.3549
376,3.008,0.15249000000000001,0.53177,0.49412,0.5607800000000001,0.33529000000000003
