,Time [s], I, RESP, II, V, PLETH
34,0.272,0.76562,0.0,0.10392,0.7058800000000001,0.53079
35,0.28,0.75977,0.046921,0.098039,0.7,0.52199
36,0.28800000000000003,0.76953,0.093842,0.12941,0.6902,0.51417
37,0.29600000000000004,0.76562,0.15347,0.13333,0.6902,0.5073300000000001
38,0.304,0.76953,0.2131,0.12941,0.69608,0.49951
39,0.312,0.76953,0.28055,0.13333,0.7,0.49267
40,0.32,0.7793,0.34897,0.12941,0.7058800000000001,0.4868
41,0.32799999999999996,0.7793,0.42326,0.11373,0.7098,0.48094
42,0.336,0.7793,0.49853000000000003,0.11961,0.7058800000000001,0.47507
43,0.344,0.7793,0.57576,0.10392,0.7058800000000001,0.46921
44,0.35200000000000004,0.78906,0.65298,0.098039,0.7098,0.46334
45,0.36,0.80469,0.71848,0.11373,0.7156899999999999,0.45748
46,0.368,0.81055,0.78397,0.11373,0.7215699999999999,0.45064
47,0.376,0.79883,0.83773,0.1098,0.7156899999999999,0.44378999999999996
48,0.384,0.7753899999999999,0.8915,0.10392,0.7098,0.43793000000000004
49,0.392,0.76562,0.93353,0.10392,0.7098,0.43109
50,0.4,0.76562,0.97556,0.08823500000000001,0.7156899999999999,0.42522
51,0.408,0.75977,0.9882700000000001,0.084314,0.7098,0.41935
52,0.41600000000000004,0.75977,1.0,0.094118,0.7098,0.41447
53,0.424,0.76562,1.0,0.084314,0.7156899999999999,0.40958
54,0.43200000000000005,0.76562,1.0,0.084314,0.7098,0.40469
55,0.44,0.76953,1.0,0.094118,0.7156899999999999,0.3998
56,0.44799999999999995,0.76562,1.0,0.08823500000000001,0.7098,0.39492
57,0.456,0.75977,1.0,0.08823500000000001,0.7098,0.39100999999999997
58,0.46399999999999997,0.70898,1.0,0.098039,0.7,0.38221
59,0.47200000000000003,0.70508,1.0,0.11373,0.7156899999999999,0.37048000000000003
60,0.48,1.0293,1.0,0.32353000000000004,0.7902,0.36266
61,0.488,1.375,1.0,0.5607800000000001,0.81176,0.35581999999999997
62,0.496,1.4492,1.0,0.32353000000000004,0.8156899999999999,0.34897
63,0.504,0.73438,1.0,-0.056863,0.53922,0.34409
64,0.512,0.60547,1.0,-0.11765,0.51961,0.34018000000000004
65,0.52,0.69922,1.0,-0.0058823,0.67647,0.33724
66,0.528,0.74023,1.0,0.04902,0.7156899999999999,0.33431
67,0.536,0.74023,1.0,0.07451,0.7156899999999999,0.3304
68,0.544,0.73438,1.0,0.068627,0.7156899999999999,0.32649
69,0.552,0.73047,1.0,0.068627,0.7156899999999999,0.32258000000000003
70,0.56,0.73438,1.0,0.08823500000000001,0.7098,0.31867
71,0.568,0.7441399999999999,1.0,0.094118,0.7156899999999999,0.31476
72,0.5760000000000001,0.7441399999999999,1.0,0.08823500000000001,0.7156899999999999,0.31085
73,0.584,0.74023,1.0,0.078431,0.7215699999999999,0.30694
74,0.5920000000000001,0.75,1.0,0.08823500000000001,0.72549,0.30205
75,0.6,0.7539100000000001,1.0,0.078431,0.7215699999999999,0.29912
76,0.608,0.7539100000000001,1.0,0.078431,0.7215699999999999,0.29619
77,0.616,0.7539100000000001,1.0,0.08823500000000001,0.7215699999999999,0.29423
78,0.624,0.75977,1.0,0.08823500000000001,0.72549,0.2913
79,0.632,0.7539100000000001,1.0,0.084314,0.72549,0.28739000000000003
80,0.64,0.75977,1.0,0.094118,0.72549,0.2825
81,0.648,0.76562,1.0,0.098039,0.72549,0.27664
82,0.6559999999999999,0.76953,1.0,0.094118,0.73137,0.27175
83,0.664,0.7753899999999999,1.0,0.10392,0.72549,0.26784
84,0.672,0.7851600000000001,1.0,0.11373,0.72549,0.26393
85,0.68,0.7851600000000001,1.0,0.1098,0.73137,0.25904
86,0.688,0.78906,1.0,0.11961,0.72549,0.25513
87,0.696,0.79883,1.0,0.12941,0.73529,0.2522
88,0.7040000000000001,0.81055,1.0,0.12353,0.73529,0.24829
89,0.7120000000000001,0.81445,1.0,0.12941,0.7411800000000001,0.24731
90,0.72,0.82031,1.0,0.12941,0.7411800000000001,0.24633000000000002
91,0.728,0.8242200000000001,1.0,0.13922,0.73529,0.24438000000000001
92,0.736,0.8300799999999999,1.0,0.14902,0.73137,0.2434
93,0.7440000000000001,0.8339799999999999,1.0,0.16471,0.73137,0.24241999999999997
94,0.752,0.8300799999999999,1.0,0.14902,0.7411800000000001,0.24047
95,0.76,0.8242200000000001,1.0,0.13333,0.73529,0.23851
96,0.768,0.8242200000000001,1.0,0.12353,0.73529,0.23656
97,0.7759999999999999,0.82031,1.0,0.12941,0.73137,0.2346
98,0.784,0.81055,1.0,0.11373,0.72549,0.23167
99,0.792,0.80469,1.0,0.08823500000000001,0.72549,0.22874
100,0.8,0.81055,1.0,0.094118,0.73529,0.22678
101,0.8079999999999999,0.79883,1.0,0.078431,0.73137,0.22580999999999998
102,0.816,0.79492,1.0,0.068627,0.7215699999999999,0.22580999999999998
103,0.8240000000000001,0.8242200000000001,1.0,0.11961,0.72549,0.22483000000000003
104,0.8320000000000001,0.8300799999999999,1.0,0.12941,0.73529,0.22385
105,0.84,0.81055,1.0,0.1098,0.7411800000000001,0.22286999999999998
106,0.848,0.7851600000000001,1.0,0.094118,0.7215699999999999,0.22091999999999998
107,0.856,0.7851600000000001,1.0,0.098039,0.7215699999999999,0.21994
108,0.8640000000000001,0.76953,1.0,0.10392,0.7156899999999999,0.21799000000000002
109,0.872,0.7753899999999999,1.0,0.098039,0.7156899999999999,0.21603000000000003
110,0.88,0.76562,1.0,0.10392,0.7098,0.2131
111,0.888,0.75977,1.0,0.094118,0.7058800000000001,0.21114000000000002
112,0.8959999999999999,0.76562,1.0,0.1098,0.7098,0.21016999999999997
113,0.904,0.75977,1.0,0.10392,0.7156899999999999,0.20919000000000001
114,0.912,0.75977,1.0,0.08823500000000001,0.7098,0.20919000000000001
115,0.92,0.75977,1.0,0.08823500000000001,0.7098,0.21016999999999997
116,0.9279999999999999,0.7539100000000001,1.0,0.098039,0.7,0.21016999999999997
117,0.9359999999999999,0.75977,1.0,0.1098,0.7058800000000001,0.21016999999999997
118,0.9440000000000001,0.76562,1.0,0.10392,0.7058800000000001,0.21016999999999997
119,0.9520000000000001,0.75977,1.0,0.10392,0.7156899999999999,0.21114000000000002
120,0.96,0.76953,1.0,0.098039,0.7156899999999999,0.21505
121,0.968,0.76562,1.0,0.10392,0.7098,0.2219
122,0.976,0.75977,1.0,0.11961,0.7098,0.23265
123,0.9840000000000001,0.7539100000000001,1.0,0.15882000000000002,0.73529,0.24731
124,0.992,1.0703,1.0,0.34902,0.77059,0.26491
125,1.0,1.3242,1.0,0.51961,0.73529,0.28543
126,1.008,1.1738,1.0,0.18824000000000002,0.7,0.30596
127,1.016,0.67578,1.0,-0.06666699999999999,0.51569,0.32454
128,1.024,0.625,1.0,-0.0019608,0.58431,0.34702
129,1.032,0.73047,1.0,0.07451,0.6705899999999999,0.37048000000000003
130,1.04,0.74023,1.0,0.08823500000000001,0.7058800000000001,0.39492
131,1.048,0.75,1.0,0.098039,0.7156899999999999,0.41935
132,1.056,0.7441399999999999,1.0,0.08823500000000001,0.7156899999999999,0.44282
133,1.064,0.74023,1.0,0.078431,0.7215699999999999,0.46725
134,1.072,0.7539100000000001,1.0,0.094118,0.73137,0.48973999999999995
135,1.08,0.75,1.0,0.078431,0.73137,0.5132
136,1.088,0.75977,1.0,0.068627,0.73529,0.5347
137,1.0959999999999999,0.75,1.0,0.06274500000000001,0.73137,0.55425
138,1.104,0.7441399999999999,1.0,0.08823500000000001,0.72549,0.57087
139,1.112,0.75,1.0,0.098039,0.72549,0.58358
140,1.12,0.75,1.0,0.07451,0.73529,0.59726
141,1.128,0.75977,1.0,0.094118,0.73529,0.61095
142,1.136,0.76562,1.0,0.078431,0.73529,0.62366
143,1.1440000000000001,0.75977,1.0,0.07451,0.73529,0.63539
144,1.1520000000000001,0.7753899999999999,1.0,0.094118,0.73137,0.6461399999999999
145,1.16,0.76953,1.0,0.098039,0.73529,0.65494
146,1.168,0.76562,1.0,0.07451,0.73137,0.66178
147,1.176,0.7793,1.0,0.1098,0.73529,0.66764
148,1.1840000000000002,0.7753899999999999,1.0,0.12941,0.72549,0.67155
149,1.192,0.7851600000000001,1.0,0.11373,0.73137,0.6744899999999999
150,1.2,0.79492,1.0,0.11373,0.7411800000000001,0.6744899999999999
151,1.208,0.79883,1.0,0.11961,0.7411800000000001,0.67351
152,1.216,0.80469,1.0,0.12941,0.73529,0.6696
153,1.224,0.81055,1.0,0.13922,0.7411800000000001,0.66471
154,1.232,0.81055,1.0,0.14314000000000002,0.7411800000000001,0.65689
155,1.24,0.81055,1.0,0.11373,0.7411800000000001,0.64907
156,1.248,0.81055,1.0,0.11961,0.7411800000000001,0.6393
157,1.256,0.81055,1.0,0.13333,0.72549,0.62952
158,1.264,0.80469,1.0,0.12941,0.7215699999999999,0.61975
159,1.272,0.81055,1.0,0.12941,0.72549,0.60997
160,1.28,0.81055,1.0,0.12353,0.72549,0.6002
161,1.288,0.81055,1.0,0.12353,0.7215699999999999,0.59042
162,1.296,0.81055,1.0,0.1098,0.72549,0.58162
163,1.304,0.81055,1.0,0.098039,0.73137,0.5738
164,1.3119999999999998,0.81055,1.0,0.12353,0.72549,0.565
165,1.32,0.79883,1.0,0.11373,0.7156899999999999,0.55621
166,1.328,0.78906,1.0,0.10392,0.7156899999999999,0.5483899999999999
167,1.3359999999999999,0.7851600000000001,1.0,0.10392,0.7156899999999999,0.53959
168,1.344,0.7793,1.0,0.08823500000000001,0.7215699999999999,0.52981
169,1.3519999999999999,0.7851600000000001,1.0,0.084314,0.7156899999999999,0.52004
170,1.36,0.7753899999999999,1.0,0.098039,0.7156899999999999,0.51026
171,1.368,0.76562,1.0,0.094118,0.7156899999999999,0.50049
172,1.376,0.75977,1.0,0.084314,0.7156899999999999,0.49071000000000004
173,1.3840000000000001,0.76562,1.0,0.08823500000000001,0.7156899999999999,0.48094
174,1.392,0.76562,1.0,0.07451,0.7215699999999999,0.47213999999999995
175,1.4,0.76562,1.0,0.078431,0.7215699999999999,0.46334
176,1.4080000000000001,0.76953,1.0,0.084314,0.7215699999999999,0.4565
177,1.416,0.76953,1.0,0.084314,0.7215699999999999,0.44966000000000006
178,1.4240000000000002,0.76562,1.0,0.08823500000000001,0.7215699999999999,0.44282
179,1.432,0.76562,1.0,0.078431,0.7215699999999999,0.435
180,1.44,0.76562,1.0,0.084314,0.7215699999999999,0.42717
181,1.4480000000000002,0.76953,1.0,0.08823500000000001,0.7215699999999999,0.41935
182,1.456,0.76953,1.0,0.094118,0.72549,0.41251000000000004
183,1.464,0.7753899999999999,1.0,0.084314,0.72549,0.40665
184,1.472,0.76953,1.0,0.084314,0.72549,0.40078
185,1.48,0.76953,1.0,0.094118,0.7215699999999999,0.39687
186,1.4880000000000002,0.76953,1.0,0.098039,0.7215699999999999,0.39296
187,1.496,0.7753899999999999,1.0,0.10392,0.7215699999999999,0.39100999999999997
188,1.504,0.76953,1.0,0.098039,0.7156899999999999,0.39100999999999997
189,1.5119999999999998,0.76953,1.0,0.10392,0.7156899999999999,0.39296
190,1.52,0.76953,1.0,0.10392,0.7156899999999999,0.39785
191,1.528,0.76562,1.0,0.10392,0.7156899999999999,0.40371
192,1.536,0.76953,1.0,0.10392,0.7156899999999999,0.41056000000000004
193,1.544,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.41935
194,1.5519999999999998,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.42913
195,1.56,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.43988
196,1.568,0.76953,1.0,0.10392,0.7156899999999999,0.44966000000000006
197,1.5759999999999998,0.76953,1.0,0.098039,0.7156899999999999,0.45943
198,1.584,0.76953,1.0,0.10392,0.7156899999999999,0.46725
199,1.5919999999999999,0.76953,1.0,0.10392,0.7156899999999999,0.47507
200,1.6,0.76562,1.0,0.10392,0.7156899999999999,0.48191999999999996
201,1.608,0.76953,1.0,0.10392,0.7156899999999999,0.4868
202,1.6159999999999999,0.76953,1.0,0.10392,0.7156899999999999,0.49071000000000004
203,1.624,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.49462
204,1.632,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.49756000000000006
205,1.64,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.49853000000000003
206,1.6480000000000001,0.7753899999999999,1.0,0.10392,0.7156899999999999,0.49853000000000003
207,1.656,0.7793,1.0,0.10392,0.7156899999999999,0.49756000000000006
208,1.6640000000000001,0.7793,1.0,0.1098,0.7156899999999999,0.4956
209,1.672,0.7793,1.0,0.1098,0.7156899999999999,0.49168999999999996
210,1.68,0.7793,1.0,0.11373,0.7098,0.4868
211,1.6880000000000002,0.7793,1.0,0.11961,0.7098,0.47996000000000005
212,1.696,0.7793,1.0,0.11961,0.7098,0.47312
213,1.704,0.7793,1.0,0.11373,0.7156899999999999,0.46725
214,1.712,0.7753899999999999,1.0,0.11961,0.7098,0.46041000000000004
215,1.72,0.7793,1.0,0.11961,0.7098,0.45357
216,1.7280000000000002,0.7793,1.0,0.11961,0.7098,0.44575
217,1.736,0.7793,1.0,0.11961,0.7098,0.43793000000000004
218,1.744,0.7793,1.0,0.11373,0.7156899999999999,0.43011000000000005
219,1.7519999999999998,0.7793,1.0,0.11961,0.7098,0.42326
220,1.76,0.7851600000000001,1.0,0.11961,0.7098,0.4174
221,1.768,0.7793,1.0,0.12941,0.7,0.41348999999999997
222,1.776,0.7851600000000001,1.0,0.14314000000000002,0.69608,0.40762
223,1.784,0.7793,1.0,0.14902,0.7,0.40274
224,1.7919999999999998,0.7851600000000001,1.0,0.1549,0.7058800000000001,0.39687
225,1.8,0.7851600000000001,1.0,0.14902,0.7,0.39003000000000004
226,1.808,0.78906,1.0,0.14902,0.7098,0.38611999999999996
227,1.8159999999999998,0.78906,1.0,0.13333,0.7098,0.38221
228,1.824,0.79492,1.0,0.13922,0.7098,0.3783
229,1.8319999999999999,0.79883,1.0,0.12353,0.7156899999999999,0.37439
230,1.84,0.81055,1.0,0.11961,0.7156899999999999,0.37048000000000003
231,1.848,0.81445,0.9980399999999999,0.12353,0.7215699999999999,0.36657
232,1.8559999999999999,0.81055,0.9960899999999999,0.12941,0.7215699999999999,0.36266
233,1.864,0.79883,0.9882700000000001,0.13333,0.7156899999999999,0.35875
234,1.8719999999999999,0.7851600000000001,0.98045,0.11373,0.7156899999999999,0.35386
235,1.88,0.7851600000000001,0.9726299999999999,0.10392,0.7215699999999999,0.34897
236,1.8880000000000001,0.7851600000000001,0.9648100000000001,0.098039,0.7215699999999999,0.34409
237,1.896,0.7753899999999999,0.95699,0.098039,0.7215699999999999,0.34018000000000004
238,1.9040000000000001,0.7753899999999999,0.9491700000000001,0.094118,0.7215699999999999,0.3392
239,1.912,0.76953,0.94135,0.094118,0.7215699999999999,0.33821999999999997
240,1.92,0.7753899999999999,0.9345100000000001,0.094118,0.7215699999999999,0.33724
241,1.9280000000000002,0.7793,0.92766,0.094118,0.7215699999999999,0.33724
242,1.936,0.7793,0.9218,0.094118,0.7215699999999999,0.33724
243,1.944,0.7539100000000001,0.9159299999999999,0.098039,0.7156899999999999,0.33724
244,1.952,0.7207,0.91007,0.10392,0.7098,0.33724
245,1.96,0.84375,0.90323,0.19412000000000001,0.7549,0.33724
246,1.9680000000000002,1.1934,0.89638,0.46471,0.79608,0.33626999999999996
247,1.976,1.4336,0.88954,0.58039,0.78627,0.33529000000000003
248,1.984,1.1289,0.8827,0.16863,0.8,0.33529000000000003
249,1.992,0.6543,0.87292,-0.10196000000000001,0.55098,0.33529000000000003
250,2.0,0.64453,0.86413,-0.050980000000000004,0.62941,0.33529000000000003
251,2.008,0.74023,0.8533700000000001,0.017647,0.7058800000000001,0.33529000000000003
252,2.016,0.75,0.84262,0.052940999999999995,0.7156899999999999,0.33529000000000003
253,2.024,0.7441399999999999,0.8318700000000001,0.06274500000000001,0.7156899999999999,0.33431
254,2.032,0.75,0.82014,0.068627,0.7156899999999999,0.33333
255,2.04,0.75,0.8084100000000001,0.078431,0.7215699999999999,0.33236
256,2.048,0.75,0.79668,0.078431,0.7156899999999999,0.33138
257,2.056,0.75,0.78299,0.078431,0.7215699999999999,0.3304
258,2.064,0.7539100000000001,0.76931,0.078431,0.7215699999999999,0.32845
259,2.072,0.75,0.75562,0.084314,0.7156899999999999,0.32747
260,2.08,0.7539100000000001,0.7409600000000001,0.078431,0.7215699999999999,0.32550999999999997
261,2.088,0.75977,0.72727,0.078431,0.7215699999999999,0.32454
262,2.096,0.75977,0.7126100000000001,0.08823500000000001,0.7215699999999999,0.32356
263,2.104,0.75977,0.69892,0.094118,0.7215699999999999,0.32258000000000003
264,2.112,0.75977,0.6842600000000001,0.084314,0.7215699999999999,0.3216
265,2.12,0.76562,0.6696,0.094118,0.72549,0.32063
266,2.128,0.76562,0.65494,0.098039,0.72549,0.31867
267,2.136,0.76953,0.6393,0.10392,0.72549,0.31672
268,2.144,0.7753899999999999,0.62366,0.10392,0.72549,0.31476
269,2.1519999999999997,0.7793,0.6070399999999999,0.10392,0.72549,0.31281
270,2.16,0.7851600000000001,0.5914,0.10392,0.73137,0.31085
271,2.168,0.78906,0.5738,0.11373,0.73137,0.30987
272,2.176,0.79492,0.55718,0.11373,0.73137,0.30791999999999997
273,2.184,0.80469,0.53861,0.12941,0.73137,0.30694
274,2.1919999999999997,0.81055,0.52004,0.12941,0.73137,0.30499
275,2.2,0.82031,0.50049,0.13922,0.73529,0.30401
276,2.208,0.82031,0.47996000000000005,0.13922,0.7411800000000001,0.30205
277,2.2159999999999997,0.8300799999999999,0.45846000000000003,0.13922,0.7411800000000001,0.3001
278,2.224,0.8300799999999999,0.43793000000000004,0.13922,0.7411800000000001,0.29814
279,2.2319999999999998,0.8300799999999999,0.41544,0.14314000000000002,0.7411800000000001,0.29619
280,2.24,0.8300799999999999,0.39394,0.13922,0.7411800000000001,0.29423
281,2.248,0.8300799999999999,0.37146,0.13333,0.7411800000000001,0.29325999999999997
282,2.256,0.81445,0.34995,0.12353,0.73137,0.29325999999999997
283,2.2640000000000002,0.81445,0.32942,0.1098,0.73137,0.29228000000000004
284,2.272,0.81055,0.30791999999999997,0.08823500000000001,0.7411800000000001,0.29228000000000004
285,2.28,0.81055,0.28739000000000003,0.078431,0.7411800000000001,0.29228000000000004
286,2.2880000000000003,0.80469,0.26588,0.08823500000000001,0.7215699999999999,0.29228000000000004
287,2.296,0.8242200000000001,0.24536,0.1098,0.73137,0.29228000000000004
288,2.3040000000000003,0.8339799999999999,0.22483000000000003,0.12941,0.73529,0.29325999999999997
289,2.312,0.81055,0.20626,0.11961,0.72549,0.29423
290,2.32,0.79883,0.18671,0.11373,0.7215699999999999,0.29423
291,2.3280000000000003,0.78906,0.16910999999999998,0.1098,0.7156899999999999,0.29423
292,2.336,0.7851600000000001,0.15152000000000002,0.1098,0.7156899999999999,0.29423
293,2.344,0.7851600000000001,0.13294,0.10392,0.7156899999999999,0.29325999999999997
294,2.352,0.7793,0.11437,0.1098,0.7156899999999999,0.29228000000000004
295,2.36,0.7753899999999999,0.09579700000000001,0.11373,0.7058800000000001,0.29031999999999997
296,2.3680000000000003,0.7753899999999999,0.077224,0.11373,0.7098,0.28836999999999996
297,2.376,0.76953,0.056696,0.1098,0.7058800000000001,0.28641
298,2.384,0.75977,0.037146,0.10392,0.7098,0.28641
299,2.392,0.76562,0.018573,0.10392,0.7058800000000001,0.28543
300,2.4,0.75977,0.0,0.10392,0.7058800000000001,0.28543
301,2.408,0.76562,0.0,0.10392,0.7098,0.28641
302,2.416,0.76953,0.0,0.10392,0.7058800000000001,0.28739000000000003
303,2.424,0.76562,0.0,0.10392,0.7058800000000001,0.28836999999999996
304,2.432,0.76953,0.0,0.10392,0.7098,0.28935
305,2.44,0.7753899999999999,0.0,0.11373,0.7098,0.29325999999999997
306,2.448,0.76562,0.0,0.11961,0.7098,0.29814
307,2.456,0.75977,0.0,0.12941,0.7058800000000001,0.30694
308,2.464,0.7793,0.0,0.16471,0.7215699999999999,0.31867
309,2.472,0.9941399999999999,0.0,0.29412,0.7803899999999999,0.33333
310,2.48,1.3145,0.0,0.47451000000000004,0.79608,0.34995
311,2.488,1.3887,0.0,0.22941,0.80588,0.37048000000000003
312,2.496,0.8847700000000001,0.0,-0.072549,0.62549,0.39198
313,2.504,0.7148399999999999,0.0,-0.021569,0.5745100000000001,0.41056000000000004
314,2.512,0.74023,0.0,0.07451,0.6549,0.44477
315,2.52,0.7441399999999999,0.0,0.10392,0.7,0.48778
316,2.528,0.74023,0.0,0.10392,0.7098,0.5229699999999999
317,2.536,0.73438,0.0,0.098039,0.7156899999999999,0.5523
318,2.544,0.74023,0.0,0.098039,0.7156899999999999,0.57967
319,2.552,0.73438,0.0,0.094118,0.7215699999999999,0.6050800000000001
320,2.56,0.73438,0.0,0.08823500000000001,0.7156899999999999,0.62952
321,2.568,0.74023,0.0,0.08823500000000001,0.7215699999999999,0.65103
322,2.576,0.74023,0.0,0.08823500000000001,0.7215699999999999,0.6725300000000001
323,2.5839999999999996,0.74023,0.0,0.084314,0.72549,0.69306
324,2.592,0.7441399999999999,0.0,0.08823500000000001,0.7215699999999999,0.7126100000000001
325,2.6,0.74023,0.0,0.08823500000000001,0.7215699999999999,0.73021
326,2.608,0.7441399999999999,0.0,0.08823500000000001,0.72549,0.7438899999999999
327,2.616,0.75,0.0,0.084314,0.72549,0.75464
328,2.6239999999999997,0.7539100000000001,0.0,0.098039,0.73137,0.7654
329,2.6319999999999997,0.75977,0.0,0.098039,0.72549,0.77615
330,2.64,0.75977,0.0,0.10392,0.72549,0.78495
331,2.648,0.76562,0.0,0.10392,0.72549,0.79277
332,2.656,0.76562,0.0,0.1098,0.73137,0.7986300000000001
333,2.6639999999999997,0.76953,0.0,0.11373,0.73137,0.8025399999999999
334,2.6719999999999997,0.7793,0.0,0.11961,0.73529,0.8045
335,2.68,0.7851600000000001,0.0,0.12353,0.73529,0.80547
336,2.688,0.7851600000000001,0.0,0.12941,0.73137,0.8045
337,2.696,0.78906,0.0,0.12941,0.73529,0.80156
338,2.7039999999999997,0.79883,0.0,0.13333,0.73529,0.79765
339,2.7119999999999997,0.79883,0.0,0.12941,0.73529,0.79179
340,2.72,0.80469,0.0,0.12941,0.73529,0.78495
341,2.728,0.81055,0.0,0.13333,0.73529,0.77615
342,2.736,0.81055,0.0,0.12941,0.7411800000000001,0.76637
343,2.7439999999999998,0.81055,0.0,0.12941,0.7411800000000001,0.7566
344,2.752,0.81055,0.0,0.12941,0.73529,0.74585
345,2.76,0.79883,0.0,0.11373,0.73529,0.73412
346,2.7680000000000002,0.80469,0.0,0.12353,0.73137,0.72239
347,2.7760000000000002,0.81055,0.0,0.11961,0.73137,0.71163
348,2.784,0.79883,0.0,0.11373,0.72549,0.6999
349,2.792,0.79883,0.0,0.11961,0.72549,0.68817
350,2.8,0.79883,0.0,0.11373,0.72549,0.6764399999999999
351,2.8080000000000003,0.79883,0.0,0.11373,0.7215699999999999,0.66667
352,2.8160000000000003,0.79492,0.0,0.11373,0.7215699999999999,0.65689
353,2.824,0.7851600000000001,0.0,0.10392,0.7156899999999999,0.64712
354,2.832,0.7793,0.0,0.1098,0.7156899999999999,0.63832
355,2.84,0.76953,0.0,0.10392,0.7156899999999999,0.62952
356,2.8480000000000003,0.76562,0.0,0.098039,0.7156899999999999,0.61975
357,2.8560000000000003,0.76953,0.0,0.098039,0.7156899999999999,0.61095
358,2.864,0.76562,0.0,0.094118,0.7156899999999999,0.60215
359,2.872,0.76562,0.0,0.10392,0.7098,0.59335
360,2.88,0.76953,0.0,0.10392,0.7098,0.5845600000000001
361,2.888,0.76562,0.0,0.10392,0.7098,0.57576
362,2.8960000000000004,0.75977,0.0,0.10392,0.7098,0.56891
363,2.904,0.76562,0.0,0.10392,0.7098,0.56305
364,2.912,0.76562,0.0,0.10392,0.7098,0.55718
365,2.92,0.75977,0.0,0.10392,0.7058800000000001,0.5503399999999999
366,2.928,0.75977,0.0,0.10392,0.7098,0.54252
367,2.9360000000000004,0.76953,0.0,0.10392,0.7098,0.53372
368,2.944,0.76562,0.0,0.10392,0.7098,0.5259
369,2.952,0.76953,0.0,0.10392,0.7098,0.5210199999999999
370,2.96,0.76562,0.0,0.10392,0.7156899999999999,0.51515
371,2.968,0.76953,0.0,0.10392,0.7098,0.5112399999999999
372,2.9760000000000004,0.76562,0.0,0.098039,0.7098,0.5092899999999999
373,2.984,0.76953,0.0,0.10392,0.7058800000000001,0.5092899999999999
374,2.992,0.76562,0.0,0.098039,0.7156899999999999,0.5132
375,3.0,0.76953,0.0,0.08823500000000001,0.7098,0.5171100000000001
376,3.008,0.76953,0.0,0.08823500000000001,0.7098,0.5229699999999999
377,3.016,0.76562,0.0,0.084314,0.7098,0.53177
378,3.0239999999999996,0.76562,0.0,0.08823500000000001,0.7098,0.54252
379,3.032,0.75977,0.0,0.084314,0.7098,0.5532699999999999
380,3.04,0.76562,0.0,0.08823500000000001,0.7098,0.56403
381,3.048,0.75977,0.0,0.08823500000000001,0.7098,0.5747800000000001
382,3.056,0.76562,0.0,0.084314,0.7098,0.5845600000000001
383,3.0639999999999996,0.75977,0.0,0.084314,0.7058800000000001,0.59531
384,3.072,0.75977,0.0,0.084314,0.7058800000000001,0.60411
385,3.08,0.76562,0.0,0.078431,0.7098,0.60997
