,Time [s], RESP, PLETH, I, MCL, II
29,0.23199999999999998,-0.39609,0.69013,0.12941,0.73137,-0.47461000000000003
30,0.24,-0.40342,0.68328,-0.015686000000000002,0.59608,-0.33008000000000004
31,0.248,-0.41076,0.6744899999999999,0.013725,0.33921999999999997,-0.23438
32,0.256,-0.42053999999999997,0.66276,0.1098,0.2,0.019531
33,0.264,-0.42787,0.65005,0.23922,0.17843,0.33008000000000004
34,0.272,-0.43765,0.63539,0.3451,0.31373,0.5351600000000001
35,0.28,-0.44498999999999994,0.6207199999999999,0.3902,0.38431,0.5898399999999999
36,0.28800000000000003,-0.45477,0.6070399999999999,0.41961000000000004,0.4,0.625
37,0.29600000000000004,-0.4621,0.59238,0.42941,0.4098,0.63477
38,0.304,-0.47188,0.5786899999999999,0.43528999999999995,0.41568999999999995,0.6503899999999999
39,0.312,-0.47922,0.565,0.43528999999999995,0.41961000000000004,0.6601600000000001
40,0.32,-0.48655,0.5532699999999999,0.43922,0.42941,0.66406
41,0.32799999999999996,-0.49388999999999994,0.5435,0.43528999999999995,0.43528999999999995,0.66992
42,0.336,-0.50122,0.5347,0.4451,0.43922,0.68555
43,0.344,-0.5061100000000001,0.52493,0.43922,0.43922,0.68945
44,0.35200000000000004,-0.51345,0.51515,0.44902,0.4451,0.69922
45,0.36,-0.5183399999999999,0.50635,0.44902,0.43922,0.7148399999999999
46,0.368,-0.52078,0.49658,0.4549,0.43922,0.7246100000000001
47,0.376,-0.52567,0.48778,0.44902,0.4451,0.73438
48,0.384,-0.52812,0.47801000000000005,0.4549,0.44902,0.74023
49,0.392,-0.52812,0.46823000000000004,0.4549,0.4451,0.75
50,0.4,-0.53056,0.45846000000000003,0.46078,0.4451,0.7753899999999999
51,0.408,-0.53056,0.44868,0.46471,0.43922,0.79492
52,0.41600000000000004,-0.53056,0.43891,0.47451000000000004,0.43528999999999995,0.8300799999999999
53,0.424,-0.53056,0.42913,0.48431,0.42941,0.8691399999999999
54,0.43200000000000005,-0.52812,0.42131,0.5,0.42941,0.9101600000000001
55,0.44,-0.52567,0.41348999999999997,0.52549,0.41961000000000004,0.9550799999999999
56,0.44799999999999995,-0.52323,0.40469,0.55098,0.41568999999999995,0.9902299999999999
57,0.456,-0.52078,0.39492,0.5705899999999999,0.41568999999999995,1.0254
58,0.46399999999999997,-0.51589,0.38611999999999996,0.58431,0.41568999999999995,1.0391
59,0.47200000000000003,-0.511,0.37732,0.5902,0.43528999999999995,1.0449
60,0.48,-0.5061100000000001,0.36851999999999996,0.6,0.44902,1.0352
61,0.488,-0.50367,0.3607,0.5902,0.47451000000000004,0.9902299999999999
62,0.496,-0.49878,0.35288,0.5745100000000001,0.50588,0.93555
63,0.504,-0.49388999999999994,0.34506,0.5607800000000001,0.52941,0.8789100000000001
64,0.512,-0.48655,0.33724,0.52549,0.5607800000000001,0.81055
65,0.52,-0.48166000000000003,0.32942,0.51961,0.5705899999999999,0.7539100000000001
66,0.528,-0.47433000000000003,0.3216,0.50588,0.58039,0.70898
67,0.536,-0.46943999999999997,0.31574,0.49412,0.5902,0.67969
68,0.544,-0.46455,0.30987,0.5,0.59608,0.68555
69,0.552,-0.45966,0.30303,0.50588,0.61569,0.68555
70,0.56,-0.45232,0.29619,0.5,0.6451,0.70508
71,0.568,-0.44743,0.28935,0.50588,0.6705899999999999,0.7148399999999999
72,0.5760000000000001,-0.44254,0.28543,0.5098,0.65098,0.70898
73,0.584,-0.43521000000000004,0.28543,0.51569,0.6451,0.75
74,0.5920000000000001,-0.43032,0.2913,0.50588,0.6,0.7793
75,0.6,-0.42298,0.30401,0.51569,0.53922,0.76562
76,0.608,-0.41565,0.32356,0.5098,0.52941,0.7793
77,0.616,-0.40831,0.34897,0.5098,0.52941,0.7793
78,0.624,-0.39853,0.38025,0.49412,0.52941,0.76562
79,0.632,-0.3912,0.41544,0.48431,0.5352899999999999,0.73438
80,0.64,-0.38386,0.45161,0.47058999999999995,0.5549,0.67969
81,0.648,-0.37408,0.48289,0.44902,0.58039,0.61523
82,0.6559999999999999,-0.36675,0.5112399999999999,0.43528999999999995,0.58039,0.56445
83,0.664,-0.35941,0.5415399999999999,0.42941,0.5705899999999999,0.54492
84,0.672,-0.35208,0.56989,0.42549,0.5607800000000001,0.5293
85,0.68,-0.34474,0.59629,0.41961000000000004,0.5607800000000001,0.5253899999999999
86,0.688,-0.33741,0.6207199999999999,0.42549,0.5549,0.51953
87,0.696,-0.33007,0.64223,0.42549,0.55098,0.51562
88,0.7040000000000001,-0.32274,0.66178,0.42941,0.53922,0.51562
89,0.7120000000000001,-0.31296,0.6784,0.42941,0.53922,0.51562
90,0.72,-0.30562,0.69306,0.43528999999999995,0.53922,0.50977
91,0.728,-0.29829,0.7067399999999999,0.42549,0.5902,0.5351600000000001
92,0.736,-0.28851,0.7175,0.41961000000000004,0.6902,0.55078
93,0.7440000000000001,-0.28117,0.7263,0.4902,0.7451,0.6543
94,0.752,-0.27384000000000003,0.73216,0.6803899999999999,0.81176,0.73047
95,0.76,-0.2665,0.7350899999999999,0.9411799999999999,0.9411799999999999,0.6191399999999999
96,0.768,-0.25916999999999996,0.73607,1.0608,0.96078,0.085938
97,0.7759999999999999,-0.25183,0.73607,0.6862699999999999,0.82157,-0.31836
98,0.784,-0.2445,0.73216,0.2,0.81176,-0.36914
99,0.792,-0.23961,0.72532,0.017647,0.6862699999999999,-0.29883000000000004
100,0.8,-0.23226999999999998,0.7165199999999999,0.039216,0.42549,-0.21484
101,0.8079999999999999,-0.22738000000000003,0.7047899999999999,0.13333,0.26863000000000004,0.050781
102,0.816,-0.22005,0.6911,0.27451,0.25882,0.375
103,0.8240000000000001,-0.21516,0.6764399999999999,0.3902,0.38431,0.60547
104,0.8320000000000001,-0.21026999999999998,0.65982,0.43922,0.46471,0.68555
105,0.84,-0.20781999999999998,0.64418,0.44902,0.48431,0.70508
106,0.848,-0.20538,0.62757,0.46471,0.4902,0.7246100000000001
107,0.856,-0.20293,0.6129,0.47058999999999995,0.49412,0.73438
108,0.8640000000000001,-0.20293,0.59922,0.46471,0.48431,0.73438
109,0.872,-0.20293,0.5865100000000001,0.46471,0.48431,0.73438
110,0.88,-0.20049,0.5728300000000001,0.46078,0.48431,0.74023
111,0.888,-0.20049,0.55914,0.44902,0.48039,0.73438
112,0.8959999999999999,-0.20049,0.5474100000000001,0.4451,0.47058999999999995,0.73438
113,0.904,-0.20049,0.53568,0.44902,0.46078,0.73047
114,0.912,-0.20049,0.52493,0.43528999999999995,0.46078,0.73438
115,0.92,-0.20049,0.51417,0.42941,0.4451,0.7207
116,0.9279999999999999,-0.19804000000000002,0.50244,0.43528999999999995,0.43528999999999995,0.7246100000000001
117,0.9359999999999999,-0.1956,0.49168999999999996,0.42549,0.43528999999999995,0.73047
118,0.9440000000000001,-0.19071,0.48094,0.42549,0.43922,0.73438
119,0.9520000000000001,-0.18582,0.47116,0.42549,0.42549,0.7441399999999999
120,0.96,-0.18093,0.46138999999999997,0.42549,0.41568999999999995,0.75977
121,0.968,-0.17359000000000002,0.45357,0.43528999999999995,0.41568999999999995,0.7793
122,0.976,-0.16626,0.44378999999999996,0.4451,0.4,0.81055
123,0.9840000000000001,-0.15648,0.43304,0.46078,0.3902,0.8496100000000001
124,0.992,-0.14914000000000002,0.42228999999999994,0.48039,0.38431,0.8945299999999999
125,1.0,-0.13692000000000001,0.41251000000000004,0.5098,0.38039,0.91406
126,1.008,-0.12714,0.40176,0.52941,0.37059000000000003,0.9550799999999999
127,1.016,-0.11490999999999998,0.39198,0.5451,0.37451,0.96875
128,1.024,-0.10269,0.38221,0.5549,0.38431,0.9746100000000001
129,1.032,-0.09291,0.37243000000000004,0.5607800000000001,0.39411999999999997,0.9589799999999999
130,1.04,-0.080685,0.36364,0.55098,0.41568999999999995,0.9199200000000001
131,1.048,-0.070905,0.35484,0.53922,0.42941,0.8691399999999999
132,1.056,-0.06357,0.34604,0.51961,0.44902,0.81055
133,1.064,-0.056235,0.3392,0.5,0.47058999999999995,0.7441399999999999
134,1.072,-0.0489,0.33431,0.48039,0.48039,0.68945
135,1.08,-0.046455,0.32649,0.47058999999999995,0.48431,0.64453
136,1.088,-0.041565,0.31769000000000003,0.44902,0.4902,0.60938
137,1.0959999999999999,-0.03912,0.30791999999999997,0.44902,0.49412,0.5957
138,1.104,-0.036675,0.29912,0.46078,0.5,0.5898399999999999
139,1.112,-0.036675,0.2913,0.47058999999999995,0.51569,0.60938
140,1.12,-0.034230000000000003,0.28446,0.4902,0.5451,0.64062
141,1.128,-0.034230000000000003,0.28055,0.49412,0.58431,0.66992
142,1.136,-0.034230000000000003,0.28055,0.5,0.6,0.68555
143,1.1440000000000001,-0.031785,0.28739000000000003,0.5,0.5902,0.69922
144,1.1520000000000001,-0.031785,0.30205,0.50588,0.5705899999999999,0.74023
145,1.16,-0.031785,0.32258000000000003,0.5,0.50588,0.75
146,1.168,-0.031785,0.34604,0.50588,0.48039,0.76562
147,1.176,-0.029339999999999998,0.37243000000000004,0.5,0.48431,0.76953
148,1.1840000000000002,-0.029339999999999998,0.40371,0.49412,0.47451000000000004,0.7539100000000001
149,1.192,-0.029339999999999998,0.43891,0.48039,0.48039,0.73047
150,1.2,-0.026895,0.47507,0.47058999999999995,0.48431,0.68555
151,1.208,-0.029339999999999998,0.51026,0.44902,0.5098,0.6191399999999999
152,1.216,-0.029339999999999998,0.5435,0.4451,0.51569,0.57031
153,1.224,-0.029339999999999998,0.5738,0.43922,0.52549,0.54492
154,1.232,-0.031785,0.60215,0.43528999999999995,0.52941,0.5351600000000001
155,1.24,-0.031785,0.62659,0.43528999999999995,0.52941,0.5293
156,1.248,-0.034230000000000003,0.64907,0.4451,0.51961,0.5253899999999999
157,1.256,-0.034230000000000003,0.6696,0.4451,0.51961,0.5293
158,1.264,-0.034230000000000003,0.68817,0.44902,0.51569,0.5253899999999999
159,1.272,-0.036675,0.70186,0.44902,0.51961,0.5293
160,1.28,-0.036675,0.7126100000000001,0.44902,0.51961,0.5253899999999999
161,1.288,-0.036675,0.72336,0.4451,0.5451,0.53906
162,1.296,-0.034230000000000003,0.73314,0.42941,0.6451,0.57031
163,1.304,-0.034230000000000003,0.7409600000000001,0.46078,0.72549,0.6289100000000001
164,1.3119999999999998,-0.034230000000000003,0.7468199999999999,0.61961,0.77647,0.7441399999999999
165,1.32,-0.031785,0.75073,0.8764700000000001,0.88039,0.7539100000000001
166,1.328,-0.031785,0.75073,1.0961,0.94706,0.30469
167,1.3359999999999999,-0.029339999999999998,0.7468199999999999,0.91176,0.8451,-0.17969000000000002
168,1.344,-0.029339999999999998,0.7409600000000001,0.36471,0.81176,-0.33008000000000004
169,1.3519999999999999,-0.026895,0.73118,0.058824,0.82157,-0.26366999999999996
170,1.36,-0.026895,0.71945,0.029412,0.5451,-0.21875
171,1.368,-0.026895,0.7047899999999999,0.08823500000000001,0.32353000000000004,-0.048827999999999996
172,1.376,-0.02445,0.69013,0.22353,0.27843,0.29102
173,1.3840000000000001,-0.026895,0.6744899999999999,0.3549,0.35882,0.57031
174,1.392,-0.026895,0.65787,0.42549,0.46471,0.69531
175,1.4,-0.029339999999999998,0.64027,0.4451,0.49412,0.7246100000000001
176,1.4080000000000001,-0.031785,0.6217,0.46078,0.5,0.73438
177,1.416,-0.03912,0.60411,0.47058999999999995,0.50588,0.7539100000000001
178,1.4240000000000002,-0.04401,0.5865100000000001,0.46078,0.5098,0.75977
179,1.432,-0.051345,0.57087,0.46471,0.50588,0.76562
180,1.44,-0.056235,0.55621,0.46078,0.5,0.75977
181,1.4480000000000002,-0.066015,0.5415399999999999,0.46471,0.4902,0.76562
182,1.456,-0.07335,0.52884,0.46078,0.48431,0.75977
183,1.464,-0.080685,0.5171100000000001,0.47058999999999995,0.48431,0.76953
184,1.472,-0.090465,0.50538,0.47451000000000004,0.47058999999999995,0.7753899999999999
185,1.48,-0.0978,0.49462,0.47058999999999995,0.47058999999999995,0.7753899999999999
186,1.4880000000000002,-0.10513,0.48583000000000004,0.47451000000000004,0.46078,0.7753899999999999
187,1.496,-0.11247,0.47507,0.47451000000000004,0.4549,0.76562
188,1.504,-0.11735999999999999,0.46334,0.47058999999999995,0.44902,0.7753899999999999
189,1.5119999999999998,-0.12225,0.45161,0.47451000000000004,0.43922,0.7851600000000001
190,1.52,-0.12714,0.44086000000000003,0.47058999999999995,0.43528999999999995,0.79492
191,1.528,-0.12958,0.42913,0.47451000000000004,0.42941,0.82031
192,1.536,-0.13203,0.41838000000000003,0.48039,0.41568999999999995,0.84375
193,1.544,-0.13203,0.40762,0.4902,0.41568999999999995,0.8789100000000001
194,1.5519999999999998,-0.12958,0.39687,0.51569,0.40392,0.9199200000000001
195,1.56,-0.12714,0.3871,0.52941,0.39411999999999997,0.9589799999999999
196,1.568,-0.12225,0.37634,0.55098,0.39411999999999997,0.9843799999999999
197,1.5759999999999998,-0.11490999999999998,0.36559,0.5745100000000001,0.3902,1.0137
198,1.584,-0.11002,0.35581999999999997,0.5902,0.39411999999999997,1.0293
199,1.5919999999999999,-0.10269,0.34702,0.59608,0.4098,1.0195
200,1.6,-0.0978,0.34018000000000004,0.6,0.41961000000000004,0.9941399999999999
201,1.608,-0.090465,0.33236,0.5902,0.4451,0.9550799999999999
202,1.6159999999999999,-0.085575,0.32356,0.5745100000000001,0.46471,0.8945299999999999
203,1.624,-0.08313,0.31378,0.5549,0.4902,0.8398399999999999
204,1.632,-0.080685,0.30596,0.52941,0.5098,0.7851600000000001
205,1.64,-0.07824,0.29717,0.51961,0.51961,0.7441399999999999
206,1.6480000000000001,-0.075795,0.28836999999999996,0.51961,0.5352899999999999,0.7246100000000001
207,1.656,-0.075795,0.27957,0.51569,0.5607800000000001,0.7148399999999999
208,1.6640000000000001,-0.07335,0.27175,0.51961,0.59608,0.73047
209,1.672,-0.070905,0.26393,0.51961,0.62549,0.74023
210,1.68,-0.070905,0.25709,0.51569,0.61569,0.74023
211,1.6880000000000002,-0.06846000000000001,0.2522,0.51961,0.60588,0.7441399999999999
212,1.696,-0.066015,0.2522,0.5098,0.5607800000000001,0.7793
213,1.704,-0.061125,0.25709,0.51569,0.5,0.7793
214,1.712,-0.058679999999999996,0.26686,0.5,0.48431,0.79883
215,1.72,-0.056235,0.2825,0.5,0.48039,0.78906
216,1.7280000000000002,-0.05379,0.30499,0.49412,0.47451000000000004,0.7753899999999999
217,1.736,-0.051345,0.33333,0.47451000000000004,0.48431,0.74023
218,1.744,-0.0489,0.36657,0.46078,0.50588,0.68945
219,1.7519999999999998,-0.046455,0.40176,0.44902,0.52941,0.6289100000000001
220,1.76,-0.04401,0.43891,0.43922,0.52941,0.5898399999999999
221,1.768,-0.041565,0.4741,0.4451,0.52549,0.57031
222,1.776,-0.03912,0.50831,0.43528999999999995,0.52941,0.56445
223,1.784,-0.036675,0.53959,0.42941,0.52941,0.56055
224,1.7919999999999998,-0.034230000000000003,0.56696,0.43528999999999995,0.52549,0.55469
225,1.8,-0.031785,0.58944,0.43528999999999995,0.52941,0.56055
226,1.808,-0.029339999999999998,0.60802,0.43528999999999995,0.52549,0.55078
227,1.8159999999999998,-0.026895,0.62659,0.4451,0.51961,0.56055
228,1.824,-0.02445,0.6451600000000001,0.43922,0.51961,0.56055
229,1.8319999999999999,-0.022005,0.6608,0.42941,0.55098,0.57031
230,1.84,-0.017115000000000002,0.6754600000000001,0.4098,0.6451,0.58398
231,1.848,-0.014669999999999999,0.68817,0.40392,0.7156899999999999,0.64453
232,1.8559999999999999,-0.00978,0.69892,0.6098,0.76667,0.73047
233,1.864,-0.00489,0.7067399999999999,0.8568600000000001,0.8862700000000001,0.6601600000000001
234,1.8719999999999999,0.0,0.7126100000000001,1.0314,0.93725,0.17578
235,1.88,0.0073349999999999995,0.71554,0.76078,0.83137,-0.29883000000000004
236,1.8880000000000001,0.014669999999999999,0.71554,0.2451,0.8,-0.4082
237,1.896,0.022005,0.7126100000000001,-0.011765000000000001,0.72549,-0.30859000000000003
238,1.9040000000000001,0.029339999999999998,0.7067399999999999,-0.027451,0.47058999999999995,-0.24414
239,1.912,0.036675,0.69795,0.058824,0.25882,-0.035156
240,1.92,0.04401,0.68719,0.2,0.21961,0.30078
241,1.9280000000000002,0.05379,0.6744899999999999,0.32941,0.30391999999999997,0.55469
242,1.936,0.061125,0.65885,0.4,0.3902,0.6503899999999999
243,1.944,0.066015,0.64223,0.41961000000000004,0.41568999999999995,0.67969
244,1.952,0.07335,0.62561,0.42941,0.42941,0.68945
245,1.96,0.075795,0.6089899999999999,0.43528999999999995,0.43528999999999995,0.69531
246,1.9680000000000002,0.07824,0.5914,0.43922,0.42941,0.70898
247,1.976,0.07824,0.57576,0.43922,0.42941,0.7207
248,1.984,0.07824,0.56012,0.43528999999999995,0.42941,0.7207
249,1.992,0.075795,0.54545,0.42941,0.42549,0.73047
250,2.0,0.07335,0.53177,0.43922,0.41961000000000004,0.73438
251,2.008,0.066015,0.5210199999999999,0.4451,0.42549,0.73438
252,2.016,0.061125,0.5112399999999999,0.4451,0.41961000000000004,0.7441399999999999
253,2.024,0.05379,0.50049,0.4451,0.41568999999999995,0.7441399999999999
254,2.032,0.0489,0.49071000000000004,0.44902,0.40392,0.74023
255,2.04,0.03912,0.47996000000000005,0.4451,0.40392,0.7441399999999999
256,2.048,0.029339999999999998,0.46921,0.4451,0.40392,0.75977
257,2.056,0.01956,0.45943,0.43922,0.40392,0.7753899999999999
258,2.064,0.00978,0.44966000000000006,0.4451,0.39411999999999997,0.79492
259,2.072,0.0,0.43891,0.44902,0.3902,0.8300799999999999
260,2.08,-0.012225,0.42815,0.46471,0.38431,0.8691399999999999
261,2.088,-0.022005,0.4174,0.48431,0.37451,0.91406
262,2.096,-0.031785,0.40665,0.5098,0.36471,0.9550799999999999
263,2.104,-0.041565,0.39687,0.52941,0.35882,0.9902299999999999
264,2.112,-0.0489,0.38806999999999997,0.5451,0.3549,1.0195
265,2.12,-0.056235,0.38025,0.5705899999999999,0.35882,1.0449
266,2.128,-0.066015,0.37146,0.58039,0.36471,1.0547
267,2.136,-0.070905,0.36266,0.5902,0.38039,1.0352
268,2.144,-0.075795,0.35288,0.58039,0.40392,0.9941399999999999
269,2.1519999999999997,-0.07824,0.34310999999999997,0.5705899999999999,0.42941,0.9492200000000001
270,2.16,-0.080685,0.33333,0.5549,0.4549,0.8847700000000001
271,2.168,-0.08313,0.32454,0.53922,0.47451000000000004,0.82031
272,2.176,-0.08313,0.31476,0.51961,0.49412,0.76562
273,2.184,-0.085575,0.30596,0.5,0.50588,0.7207
274,2.1919999999999997,-0.085575,0.29619,0.5,0.51569,0.70508
275,2.2,-0.085575,0.28739000000000003,0.49412,0.5352899999999999,0.68945
276,2.208,-0.085575,0.27859,0.5,0.55098,0.69531
277,2.2159999999999997,-0.08313,0.27273000000000003,0.5,0.5902,0.68945
278,2.224,-0.08313,0.26784,0.5,0.60588,0.7148399999999999
279,2.2319999999999998,-0.080685,0.26295,0.5,0.59608,0.7246100000000001
280,2.24,-0.07824,0.26002,0.5,0.58039,0.75
281,2.248,-0.075795,0.26002,0.5,0.5352899999999999,0.7793
282,2.256,-0.070905,0.26588,0.49412,0.48431,0.7753899999999999
283,2.2640000000000002,-0.06846000000000001,0.27859,0.5,0.47058999999999995,0.79492
284,2.272,-0.066015,0.29717,0.49412,0.46471,0.80469
285,2.28,-0.06357,0.3216,0.48431,0.47058999999999995,0.7793
286,2.2880000000000003,-0.061125,0.35191,0.47058999999999995,0.48431,0.73047
287,2.296,-0.058679999999999996,0.38416,0.4549,0.5,0.67578
288,2.3040000000000003,-0.056235,0.41838000000000003,0.4451,0.51569,0.6191399999999999
289,2.312,-0.051345,0.45161,0.43922,0.51569,0.57422
290,2.32,-0.0489,0.47898,0.43528999999999995,0.5098,0.56445
291,2.3280000000000003,-0.04401,0.5044,0.43922,0.5098,0.56055
292,2.336,-0.041565,0.52981,0.42941,0.51569,0.55469
293,2.344,-0.036675,0.55425,0.42941,0.51961,0.55469
294,2.352,-0.034230000000000003,0.57576,0.42941,0.51961,0.53906
295,2.36,-0.029339999999999998,0.59531,0.43528999999999995,0.5098,0.54492
296,2.3680000000000003,-0.02445,0.6129,0.42941,0.5098,0.53906
297,2.376,-0.022005,0.62757,0.42549,0.5098,0.5351600000000001
298,2.384,-0.017115000000000002,0.6393,0.41568999999999995,0.56471,0.56055
299,2.392,-0.014669999999999999,0.65005,0.41568999999999995,0.66078,0.58398
300,2.4,-0.00978,0.65787,0.48431,0.7098,0.69922
301,2.408,-0.0073349999999999995,0.66373,0.67647,0.76078,0.7539100000000001
302,2.416,-0.00489,0.66569,0.9215700000000001,0.87059,0.60938
303,2.424,-0.002445,0.66667,1.002,0.8862700000000001,0.03125
304,2.432,0.002445,0.66471,0.58039,0.8,-0.41991999999999996
305,2.44,0.00489,0.6608,0.14314000000000002,0.80588,-0.44922
306,2.448,0.00978,0.65396,-0.0058823,0.6902,-0.27344
307,2.456,0.012225,0.64418,0.013725,0.43528999999999995,-0.19336
308,2.464,0.017115000000000002,0.63245,0.08823500000000001,0.25882,0.044922000000000004
309,2.472,0.01956,0.61779,0.22353,0.22941,0.37109000000000003
310,2.48,0.01956,0.60313,0.33529000000000003,0.32941,0.5898399999999999
311,2.488,0.01956,0.58749,0.3902,0.4,0.6601600000000001
312,2.496,0.01956,0.57185,0.4098,0.41961000000000004,0.67969
313,2.504,0.017115000000000002,0.55718,0.41961000000000004,0.42941,0.68945
314,2.512,0.014669999999999999,0.54252,0.42549,0.43528999999999995,0.70508
315,2.52,0.00978,0.52884,0.43528999999999995,0.43528999999999995,0.70898
316,2.528,0.00489,0.51808,0.43528999999999995,0.42941,0.70508
317,2.536,-0.002445,0.50831,0.43922,0.42941,0.7207
318,2.544,-0.0073349999999999995,0.49756000000000006,0.43922,0.41961000000000004,0.7207
319,2.552,-0.012225,0.48778,0.43528999999999995,0.41961000000000004,0.7246100000000001
320,2.56,-0.017115000000000002,0.47703,0.4451,0.42549,0.73438
321,2.568,-0.02445,0.46628000000000003,0.44902,0.41961000000000004,0.73047
322,2.576,-0.029339999999999998,0.4565,0.43922,0.41568999999999995,0.73438
323,2.5839999999999996,-0.034230000000000003,0.44673,0.43922,0.41568999999999995,0.7441399999999999
324,2.592,-0.03912,0.43695,0.43528999999999995,0.41568999999999995,0.7539100000000001
325,2.6,-0.046455,0.42717,0.43528999999999995,0.4098,0.76562
326,2.608,-0.051345,0.41838000000000003,0.43922,0.4,0.7851600000000001
327,2.616,-0.05379,0.4086,0.43922,0.3902,0.81055
328,2.6239999999999997,-0.058679999999999996,0.39883,0.44902,0.38039,0.84375
329,2.6319999999999997,-0.06357,0.38905,0.46471,0.36471,0.8886700000000001
330,2.64,-0.066015,0.38123,0.48431,0.35882,0.92969
331,2.648,-0.06846000000000001,0.37439,0.51569,0.3451,0.9746100000000001
332,2.656,-0.070905,0.36657,0.5352899999999999,0.33921999999999997,1.0098
333,2.6639999999999997,-0.07335,0.35777,0.5549,0.33921999999999997,1.0488
334,2.6719999999999997,-0.07335,0.34897,0.5705899999999999,0.33921999999999997,1.0742
335,2.68,-0.07335,0.34115,0.58431,0.3451,1.0703
336,2.688,-0.07335,0.33236,0.58431,0.37451,1.0547
337,2.696,-0.07335,0.32356,0.5745100000000001,0.4,1.0098
338,2.7039999999999997,-0.070905,0.31476,0.5549,0.43528999999999995,0.93555
339,2.7119999999999997,-0.06846000000000001,0.30694,0.5451,0.47058999999999995,0.8847700000000001
340,2.72,-0.066015,0.29912,0.51961,0.49412,0.81445
341,2.728,-0.06357,0.2913,0.5,0.5098,0.76562
342,2.736,-0.058679999999999996,0.28348,0.4902,0.52549,0.7246100000000001
343,2.7439999999999998,-0.056235,0.27760999999999997,0.48431,0.53922,0.69922
344,2.752,-0.05379,0.27273000000000003,0.48431,0.5549,0.69531
345,2.76,-0.0489,0.26686,0.4902,0.5745100000000001,0.70508
346,2.7680000000000002,-0.046455,0.26002,0.49412,0.6098,0.70898
347,2.7760000000000002,-0.041565,0.25415,0.4902,0.61961,0.7207
348,2.784,-0.03912,0.25024,0.49412,0.6,0.7148399999999999
349,2.792,-0.034230000000000003,0.24829,0.49412,0.58431,0.76562
350,2.8,-0.029339999999999998,0.25122,0.49412,0.51961,0.7753899999999999
351,2.8080000000000003,-0.02445,0.261,0.4902,0.4902,0.76562
352,2.8160000000000003,-0.01956,0.27760999999999997,0.48431,0.48431,0.79883
353,2.824,-0.012225,0.3001,0.5,0.47451000000000004,0.78906
354,2.832,-0.0073349999999999995,0.32845,0.48039,0.48431,0.76953
355,2.84,0.0,0.36168,0.47451000000000004,0.4902,0.7246100000000001
356,2.8480000000000003,0.00489,0.39296,0.46471,0.5098,0.6543
357,2.8560000000000003,0.00978,0.42228999999999994,0.44902,0.52549,0.60547
358,2.864,0.017115000000000002,0.45357,0.4451,0.52941,0.57422
359,2.872,0.022005,0.48485,0.4451,0.52549,0.56445
360,2.88,0.026895,0.51417,0.43922,0.51961,0.55469
361,2.888,0.034230000000000003,0.54057,0.44902,0.51961,0.54492
362,2.8960000000000004,0.03912,0.56403,0.43922,0.51961,0.54492
363,2.904,0.04401,0.5845600000000001,0.4451,0.51569,0.54492
364,2.912,0.0489,0.60313,0.43922,0.51961,0.5351600000000001
365,2.92,0.05379,0.6187699999999999,0.43922,0.51569,0.5293
366,2.928,0.056235,0.63148,0.43528999999999995,0.52549,0.54492
