,Time [s], II, PLETH, RESP, V, AVR
62,0.496,0.27539,0.35288,0.11685,0.9058799999999999,0.6543
63,0.504,0.28515999999999997,0.34897,0.11193,0.91569,0.6543
64,0.512,0.29491999999999996,0.34409,0.10824,0.91176,0.64062
65,0.52,0.33594,0.34115,0.10455,0.9411799999999999,0.61523
66,0.528,0.35938000000000003,0.33821999999999997,0.099631,0.94706,0.60547
67,0.536,0.34961,0.33821999999999997,0.095941,0.93137,0.5996100000000001
68,0.544,0.33008000000000004,0.34018000000000004,0.092251,0.9058799999999999,0.60938
69,0.552,0.29102,0.34604,0.088561,0.8764700000000001,0.625
70,0.56,0.26561999999999997,0.35581999999999997,0.086101,0.8568600000000001,0.64453
71,0.568,0.27539,0.37243000000000004,0.083641,0.87059,0.63477
72,0.5760000000000001,0.25586,0.39492,0.08118099999999999,0.86667,0.6543
73,0.584,0.20508,0.42228999999999994,0.079951,0.8568600000000001,0.69922
74,0.5920000000000001,0.16992000000000002,0.45552,0.078721,0.8451,0.7207
75,0.6,0.15625,0.48973999999999995,0.07749099999999999,0.8411799999999999,0.73047
76,0.608,0.15039,0.52493,0.07749099999999999,0.8451,0.73047
77,0.616,0.14062,0.55816,0.07749099999999999,0.8451,0.7441399999999999
78,0.624,0.14453,0.5884699999999999,0.07749099999999999,0.8451,0.7441399999999999
79,0.632,0.13477,0.6158399999999999,0.078721,0.8451,0.7441399999999999
80,0.64,0.14062,0.63832,0.079951,0.8451,0.7441399999999999
81,0.648,0.14453,0.65494,0.08118099999999999,0.8451,0.74023
82,0.6559999999999999,0.14453,0.66764,0.082411,0.8451,0.7441399999999999
83,0.664,0.14453,0.68035,0.083641,0.8568600000000001,0.7441399999999999
84,0.672,0.15039,0.69013,0.086101,0.8568600000000001,0.74023
85,0.68,0.17578,0.69795,0.08733099999999999,0.8764700000000001,0.73438
86,0.688,0.28515999999999997,0.7047899999999999,0.088561,0.93725,0.68555
87,0.696,0.41602,0.7087,0.091021,0.9058799999999999,0.56055
88,0.7040000000000001,0.49413999999999997,0.71163,0.093481,0.8,0.43555
89,0.7120000000000001,0.5058600000000001,0.7126100000000001,0.095941,0.6098,0.32422
90,0.72,0.095703,0.7126100000000001,0.098401,0.4549,0.48438000000000003
91,0.728,0.019531,0.71163,0.099631,0.7549,0.7851600000000001
92,0.736,0.11523,0.7087,0.10209,0.8764700000000001,0.81055
93,0.7440000000000001,0.13477,0.7047899999999999,0.10455,0.8862700000000001,0.76953
94,0.752,0.16016,0.6999,0.10578,0.8960799999999999,0.7441399999999999
95,0.76,0.16602,0.69306,0.10701,0.9058799999999999,0.73438
96,0.768,0.16992000000000002,0.68524,0.10947,0.9058799999999999,0.74023
97,0.7759999999999999,0.18555,0.6754600000000001,0.1107,0.9058799999999999,0.7246100000000001
98,0.784,0.18555,0.66373,0.11193,0.91176,0.7246100000000001
99,0.792,0.18945,0.65005,0.11439,0.91176,0.7207
100,0.8,0.19530999999999998,0.63539,0.11562,0.91176,0.7148399999999999
101,0.8079999999999999,0.20508,0.6187699999999999,0.11685,0.91176,0.70508
102,0.816,0.20508,0.60313,0.11807999999999999,0.91569,0.70508
103,0.8240000000000001,0.21484,0.5865100000000001,0.11930999999999999,0.91569,0.69922
104,0.8320000000000001,0.21484,0.57087,0.12054000000000001,0.91569,0.69922
105,0.84,0.23046999999999998,0.55523,0.12177,0.91569,0.68945
106,0.848,0.23046999999999998,0.54252,0.12300000000000001,0.91569,0.67969
107,0.856,0.23438,0.53177,0.12546,0.91569,0.67578
108,0.8640000000000001,0.25,0.52004,0.12792,0.91569,0.67578
109,0.872,0.25586,0.51026,0.13038,0.9215700000000001,0.66992
110,0.88,0.25586,0.50049,0.13284,0.9254899999999999,0.66406
111,0.888,0.25977,0.49168999999999996,0.1353,0.9254899999999999,0.66992
112,0.8959999999999999,0.26953,0.48386999999999997,0.13776,0.9254899999999999,0.6601600000000001
113,0.904,0.27539,0.47703,0.14022,0.93137,0.6601600000000001
114,0.912,0.27539,0.47018999999999994,0.14145,0.93725,0.66406
115,0.92,0.26953,0.46334,0.14390999999999998,0.93725,0.67578
116,0.9279999999999999,0.25586,0.45748,0.14637,0.9411799999999999,0.67969
117,0.9359999999999999,0.24609,0.45161,0.14883,0.94706,0.69531
118,0.9440000000000001,0.23046999999999998,0.44575,0.15129,0.94706,0.70508
119,0.9520000000000001,0.20117000000000002,0.44086000000000003,0.15375,0.9411799999999999,0.7207
120,0.96,0.17578,0.43695,0.15621,0.93725,0.7441399999999999
121,0.968,0.16016,0.43206000000000006,0.15744,0.93137,0.75
122,0.976,0.15039,0.4262,0.1599,0.91569,0.7539100000000001
123,0.9840000000000001,0.15039,0.42131,0.16236,0.90196,0.75
124,0.992,0.16016,0.4174,0.16359,0.8902,0.73438
125,1.0,0.17578,0.41348999999999997,0.16482,0.8764700000000001,0.7207
126,1.008,0.18945,0.40958,0.16727999999999998,0.87059,0.70898
127,1.016,0.19530999999999998,0.40469,0.16727999999999998,0.86667,0.70508
128,1.024,0.20508,0.40078,0.16851,0.86667,0.69922
129,1.032,0.20117000000000002,0.39589,0.16851,0.8607799999999999,0.69922
130,1.04,0.20508,0.39198,0.16851,0.8607799999999999,0.69922
131,1.048,0.21094000000000002,0.38806999999999997,0.16851,0.8607799999999999,0.69922
132,1.056,0.21094000000000002,0.38611999999999996,0.16851,0.8607799999999999,0.69922
133,1.064,0.21484,0.38221,0.16727999999999998,0.8568600000000001,0.69531
134,1.072,0.21484,0.3783,0.16727999999999998,0.8568600000000001,0.68945
135,1.08,0.21484,0.37439,0.16605,0.8568600000000001,0.68945
136,1.088,0.2207,0.36364,0.16482,0.86667,0.68555
137,1.0959999999999999,0.22461,0.34995,0.16236,0.86667,0.68555
138,1.104,0.2207,0.34115,0.1599,0.87059,0.68945
139,1.112,0.22461,0.33529000000000003,0.15498,0.87059,0.68555
140,1.12,0.2207,0.3304,0.15129,0.8764700000000001,0.68945
141,1.128,0.25,0.32649,0.14637,0.8902,0.66406
142,1.136,0.2793,0.32258000000000003,0.14145,0.9058799999999999,0.6503899999999999
143,1.1440000000000001,0.29102,0.31769000000000003,0.13652999999999998,0.91569,0.64453
144,1.1520000000000001,0.28515999999999997,0.31476,0.13161,0.9254899999999999,0.63477
145,1.16,0.3457,0.31281,0.12669,0.94706,0.60547
146,1.168,0.35938000000000003,0.30987,0.12300000000000001,0.9509799999999999,0.5996100000000001
147,1.176,0.37109000000000003,0.30791999999999997,0.11930999999999999,0.93137,0.5957
148,1.1840000000000002,0.33594,0.3089,0.11562,0.91176,0.60547
149,1.192,0.29491999999999996,0.31378,0.11316,0.8764700000000001,0.625
150,1.2,0.26953,0.32454,0.10947,0.8607799999999999,0.64453
151,1.208,0.2793,0.34213000000000005,0.10824,0.87059,0.63477
152,1.216,0.25,0.36755,0.10578,0.87059,0.66406
153,1.224,0.20117000000000002,0.39785,0.10455,0.8568600000000001,0.69922
154,1.232,0.16602,0.43401999999999996,0.10332000000000001,0.8451,0.7207
155,1.24,0.16016,0.47312,0.10332000000000001,0.8451,0.7246100000000001
156,1.248,0.14453,0.50635,0.10332000000000001,0.8451,0.74023
157,1.256,0.14453,0.53763,0.10455,0.8411799999999999,0.7441399999999999
158,1.264,0.14062,0.56989,0.10578,0.8451,0.74023
159,1.272,0.14453,0.6002,0.10824,0.8451,0.7441399999999999
160,1.28,0.14453,0.62659,0.1107,0.8451,0.74023
161,1.288,0.15039,0.64907,0.11439,0.8451,0.73438
162,1.296,0.15625,0.66764,0.11807999999999999,0.8451,0.74023
163,1.304,0.15039,0.68328,0.12177,0.8451,0.73438
164,1.3119999999999998,0.16016,0.69599,0.12546,0.85098,0.73047
165,1.32,0.17578,0.70577,0.12915,0.8764700000000001,0.73438
166,1.328,0.29102,0.71359,0.13284,0.9215700000000001,0.67578
167,1.3359999999999999,0.41991999999999996,0.71848,0.13776,0.8862700000000001,0.55078
168,1.344,0.51953,0.72239,0.14268,0.80588,0.41991999999999996
169,1.3519999999999999,0.43945,0.72434,0.14883,0.6098,0.32031
170,1.36,0.095703,0.72336,0.15498,0.48039,0.5
171,1.368,0.041016000000000004,0.72141,0.1599,0.7803899999999999,0.7793
172,1.376,0.14062,0.71848,0.16482,0.8862700000000001,0.79492
173,1.3840000000000001,0.14453,0.7145699999999999,0.16974,0.8902,0.75977
174,1.392,0.17578,0.7087,0.17465999999999998,0.8960799999999999,0.73047
175,1.4,0.16992000000000002,0.7008800000000001,0.18081,0.8960799999999999,0.73047
176,1.4080000000000001,0.16602,0.6911,0.18573,0.8960799999999999,0.73047
177,1.416,0.16602,0.67937,0.19311,0.8960799999999999,0.73438
178,1.4240000000000002,0.17969000000000002,0.66667,0.19926,0.8960799999999999,0.7246100000000001
179,1.432,0.18555,0.65103,0.20664000000000002,0.8960799999999999,0.7207
180,1.44,0.19530999999999998,0.63441,0.21525,0.90196,0.70898
181,1.4480000000000002,0.19530999999999998,0.6187699999999999,0.22263000000000002,0.8960799999999999,0.70898
182,1.456,0.20117000000000002,0.60313,0.23124,0.8960799999999999,0.70508
183,1.464,0.20508,0.5865100000000001,0.23861999999999997,0.8960799999999999,0.69922
184,1.472,0.21094000000000002,0.56989,0.24600000000000002,0.8960799999999999,0.69531
185,1.48,0.21484,0.5532699999999999,0.25338,0.8960799999999999,0.69531
186,1.4880000000000002,0.2207,0.53763,0.26199,0.8960799999999999,0.68555
187,1.496,0.22461,0.5229699999999999,0.2706,0.90196,0.68555
188,1.504,0.23046999999999998,0.51026,0.27921,0.91176,0.67578
189,1.5119999999999998,0.23438,0.49951,0.28781999999999996,0.91569,0.67578
190,1.52,0.24023000000000003,0.48973999999999995,0.29766,0.91569,0.67578
191,1.528,0.25,0.47996000000000005,0.30627,0.91176,0.67578
192,1.536,0.25586,0.47213999999999995,0.31488,0.91569,0.67578
193,1.544,0.25977,0.4653,0.32349,0.9215700000000001,0.66992
194,1.5519999999999998,0.25586,0.45846000000000003,0.33333,0.93137,0.67578
195,1.56,0.25977,0.45258999999999994,0.34317,0.93725,0.66992
196,1.568,0.24023000000000003,0.44673,0.35301,0.93137,0.68555
197,1.5759999999999998,0.23046999999999998,0.43988,0.36285,0.93725,0.69922
198,1.584,0.21094000000000002,0.43304,0.37392,0.9411799999999999,0.70898
199,1.5919999999999999,0.19530999999999998,0.4262,0.38622,0.93725,0.7246100000000001
200,1.6,0.16602,0.42033000000000004,0.39729000000000003,0.93137,0.7441399999999999
201,1.608,0.15039,0.41348999999999997,0.40959,0.9215700000000001,0.75
202,1.6159999999999999,0.14453,0.40762,0.42189,0.9058799999999999,0.75
203,1.624,0.14453,0.40176,0.43173,0.8960799999999999,0.7441399999999999
204,1.632,0.15625,0.39589,0.4428,0.8862700000000001,0.73047
205,1.64,0.17969000000000002,0.39003000000000004,0.45141000000000003,0.8764700000000001,0.7207
206,1.6480000000000001,0.18555,0.38611999999999996,0.46125,0.87059,0.70508
207,1.656,0.19530999999999998,0.38221,0.47108999999999995,0.87059,0.69922
208,1.6640000000000001,0.20117000000000002,0.37634,0.48093,0.86667,0.69922
209,1.672,0.20117000000000002,0.37146,0.49077,0.8607799999999999,0.69922
210,1.68,0.20508,0.36657,0.50062,0.86667,0.69922
211,1.6880000000000002,0.20508,0.3607,0.5092300000000001,0.8568600000000001,0.69531
212,1.696,0.20508,0.35581999999999997,0.51784,0.8568600000000001,0.69531
213,1.704,0.20508,0.35191,0.52522,0.8607799999999999,0.69922
214,1.712,0.21094000000000002,0.34702,0.53383,0.8607799999999999,0.68945
215,1.72,0.21094000000000002,0.34213000000000005,0.5412100000000001,0.8568600000000001,0.68945
216,1.7280000000000002,0.21484,0.33724,0.5485899999999999,0.86667,0.68945
217,1.736,0.21484,0.33431,0.55474,0.87059,0.69531
218,1.744,0.21484,0.3304,0.56212,0.87059,0.68945
219,1.7519999999999998,0.22461,0.32747,0.5682699999999999,0.86667,0.68555
220,1.76,0.23046999999999998,0.32454,0.5744199999999999,0.87059,0.67969
221,1.768,0.25586,0.32063,0.57934,0.8862700000000001,0.6601600000000001
222,1.776,0.29102,0.31574,0.58426,0.91176,0.64062
223,1.784,0.29102,0.31085,0.58795,0.91569,0.64453
224,1.7919999999999998,0.31055,0.30596,0.5916399999999999,0.9215700000000001,0.625
225,1.8,0.34961,0.30108,0.59533,0.9411799999999999,0.60547
226,1.808,0.375,0.29717,0.59902,0.94706,0.58398
227,1.8159999999999998,0.35938000000000003,0.29619,0.6027100000000001,0.9215700000000001,0.5996100000000001
228,1.824,0.33984000000000003,0.29814,0.6064,0.90196,0.60547
229,1.8319999999999999,0.30078,0.30401,0.6100899999999999,0.86667,0.6191399999999999
230,1.84,0.28515999999999997,0.31476,0.61378,0.8568600000000001,0.6289100000000001
231,1.848,0.30078,0.32942,0.61747,0.86667,0.61523
232,1.8559999999999999,0.26561999999999997,0.34897,0.62116,0.87059,0.6503899999999999
233,1.864,0.21094000000000002,0.37439,0.62485,0.85098,0.68945
234,1.8719999999999999,0.18555,0.40665,0.6297699999999999,0.8451,0.70508
235,1.88,0.17969000000000002,0.44183999999999996,0.63469,0.8451,0.7207
236,1.8880000000000001,0.17578,0.47801000000000005,0.64084,0.8451,0.7207
237,1.896,0.16016,0.5132,0.64699,0.8411799999999999,0.7246100000000001
238,1.9040000000000001,0.16016,0.54545,0.65437,0.83529,0.73047
239,1.912,0.16992000000000002,0.5747800000000001,0.66298,0.8451,0.7246100000000001
240,1.92,0.16602,0.6002,0.6715899999999999,0.8411799999999999,0.7246100000000001
241,1.9280000000000002,0.16016,0.6217,0.68143,0.8451,0.73047
242,1.936,0.16602,0.63832,0.6912699999999999,0.8411799999999999,0.7246100000000001
243,1.944,0.16992000000000002,0.65103,0.6998800000000001,0.8411799999999999,0.7246100000000001
244,1.952,0.17578,0.65885,0.70849,0.8451,0.7207
245,1.96,0.21094000000000002,0.66373,0.7171,0.8764700000000001,0.70898
246,1.9680000000000002,0.32031,0.66862,0.7269399999999999,0.91569,0.6503899999999999
247,1.976,0.45508000000000004,0.67351,0.73678,0.87059,0.51953
248,1.984,0.5898399999999999,0.67742,0.74662,0.8,0.37109000000000003
249,1.992,0.5,0.68133,0.75769,0.60588,0.28515999999999997
250,2.0,0.15625,0.68719,0.76876,0.50588,0.50977
251,2.008,0.12109,0.69501,0.7786,0.82549,0.75977
252,2.016,0.20117000000000002,0.7028300000000001,0.7884399999999999,0.8960799999999999,0.74023
253,2.024,0.18555,0.7126100000000001,0.79705,0.8862700000000001,0.7246100000000001
254,2.032,0.18945,0.72043,0.80566,0.88039,0.7207
255,2.04,0.18945,0.7263,0.8155,0.8862700000000001,0.7207
256,2.048,0.18555,0.72923,0.82411,0.8862700000000001,0.7207
257,2.056,0.18945,0.72825,0.8351799999999999,0.8862700000000001,0.7148399999999999
258,2.064,0.19530999999999998,0.72532,0.8450200000000001,0.8862700000000001,0.70898
259,2.072,0.20117000000000002,0.7175,0.85609,0.88039,0.70508
260,2.08,0.20508,0.7067399999999999,0.86716,0.8862700000000001,0.70508
261,2.088,0.20508,0.69208,0.87946,0.8862700000000001,0.70898
262,2.096,0.21094000000000002,0.67351,0.8905299999999999,0.8902,0.69922
263,2.104,0.21484,0.65298,0.9003700000000001,0.8902,0.69922
264,2.112,0.2207,0.62952,0.9114399999999999,0.8902,0.69922
265,2.12,0.23046999999999998,0.6050800000000001,0.92005,0.8960799999999999,0.68555
266,2.128,0.24609,0.58162,0.92989,0.90196,0.67578
267,2.136,0.23438,0.55816,0.94096,0.8960799999999999,0.68555
268,2.144,0.24023000000000003,0.53763,0.9520299999999999,0.8960799999999999,0.67578
269,2.1519999999999997,0.25,0.52004,0.9631,0.8960799999999999,0.67578
270,2.16,0.25586,0.50635,0.9741700000000001,0.90196,0.66992
271,2.168,0.25586,0.49267,0.98524,0.90196,0.67578
272,2.176,0.25977,0.47996000000000005,0.99508,0.9058799999999999,0.66992
273,2.184,0.26561999999999997,0.46823000000000004,1.0049,0.91569,0.66992
274,2.1919999999999997,0.25586,0.45552,1.0148,0.91569,0.67578
275,2.2,0.25586,0.44477,1.0258,0.9215700000000001,0.67969
276,2.208,0.24609,0.43401999999999996,1.0369,0.93137,0.68555
277,2.2159999999999997,0.22461,0.42423999999999995,1.048,0.93725,0.69922
278,2.224,0.20117000000000002,0.41447,1.0603,0.9411799999999999,0.70898
279,2.2319999999999998,0.17578,0.40469,1.0726,0.93725,0.73438
280,2.24,0.16016,0.39687,1.0849,0.93137,0.7441399999999999
281,2.248,0.14062,0.39003000000000004,1.0959,0.91569,0.75
282,2.256,0.14453,0.38416,1.1082,0.9058799999999999,0.7539100000000001
283,2.2640000000000002,0.14453,0.3783,1.1193,0.8960799999999999,0.7441399999999999
284,2.272,0.16016,0.37243000000000004,1.1292,0.8862700000000001,0.73047
285,2.28,0.17969000000000002,0.36755,1.1292,0.8764700000000001,0.7207
286,2.2880000000000003,0.18945,0.36461,1.1292,0.87059,0.70508
287,2.296,0.20117000000000002,0.36168,1.1292,0.86667,0.69922
288,2.3040000000000003,0.21094000000000002,0.35875,1.1292,0.86667,0.69531
289,2.312,0.22461,0.35484,1.1292,0.8607799999999999,0.68555
290,2.32,0.23046999999999998,0.35093,1.1292,0.8607799999999999,0.67969
291,2.3280000000000003,0.23046999999999998,0.34702,1.1292,0.8568600000000001,0.67969
292,2.336,0.23046999999999998,0.34115,1.1292,0.8568600000000001,0.67578
293,2.344,0.23438,0.33529000000000003,1.1292,0.8568600000000001,0.67578
294,2.352,0.23046999999999998,0.3304,1.1292,0.85098,0.67578
295,2.36,0.23438,0.32550999999999997,1.1292,0.85098,0.67578
296,2.3680000000000003,0.23438,0.31867,1.1292,0.8568600000000001,0.67969
297,2.376,0.23438,0.31085,1.1292,0.8607799999999999,0.67969
298,2.384,0.23438,0.30303,1.1292,0.8607799999999999,0.67969
299,2.392,0.24023000000000003,0.29521,1.1292,0.8607799999999999,0.67578
300,2.4,0.24609,0.28739000000000003,1.1292,0.86667,0.66992
301,2.408,0.26953,0.27859,1.1292,0.88039,0.6503899999999999
302,2.416,0.30078,0.26979000000000003,1.1292,0.8960799999999999,0.63477
303,2.424,0.30078,0.261,1.1292,0.8960799999999999,0.6289100000000001
304,2.432,0.31445,0.2522,1.1292,0.9058799999999999,0.625
305,2.44,0.35547,0.2434,1.1292,0.93137,0.5996100000000001
306,2.448,0.38086,0.23754,1.1292,0.9411799999999999,0.58398
307,2.456,0.36523,0.23363,1.1292,0.91569,0.5898399999999999
308,2.464,0.33984000000000003,0.23069,1.1292,0.8960799999999999,0.60547
309,2.472,0.30078,0.23069,1.1292,0.85098,0.6191399999999999
310,2.48,0.2793,0.23558,1.1292,0.8411799999999999,0.6289100000000001
311,2.488,0.29491999999999996,0.24536,1.1292,0.8568600000000001,0.625
312,2.496,0.26561999999999997,0.26197,1.1292,0.8451,0.64453
313,2.504,0.22461,0.28543,1.1292,0.83137,0.67969
314,2.512,0.18555,0.31281,1.1292,0.82157,0.69922
315,2.52,0.17969000000000002,0.34213000000000005,1.1292,0.82157,0.7148399999999999
316,2.528,0.17578,0.37340999999999996,1.1292,0.82157,0.7207
317,2.536,0.16992000000000002,0.40371,1.1292,0.82157,0.7207
318,2.544,0.16602,0.42815,1.1292,0.82157,0.7246100000000001
319,2.552,0.16016,0.44868,1.1292,0.82157,0.73047
320,2.56,0.16602,0.46921,1.1292,0.82157,0.7246100000000001
321,2.568,0.16602,0.4868,1.1292,0.82157,0.73438
322,2.576,0.16992000000000002,0.50147,1.1292,0.82549,0.7246100000000001
323,2.5839999999999996,0.16602,0.51417,1.1292,0.83137,0.7246100000000001
324,2.592,0.17578,0.52395,1.1292,0.83137,0.7207
325,2.6,0.20508,0.53079,1.1292,0.8568600000000001,0.7148399999999999
326,2.608,0.32422,0.53666,1.1292,0.8960799999999999,0.64453
327,2.616,0.46484,0.54057,1.1292,0.8607799999999999,0.51562
328,2.6239999999999997,0.5898399999999999,0.54252,1.1292,0.7803899999999999,0.37109000000000003
329,2.6319999999999997,0.4707,0.5435,1.1292,0.58039,0.30469
330,2.64,0.11523,0.5435,1.1292,0.48039,0.5351600000000001
331,2.648,0.085938,0.5415399999999999,1.1292,0.8,0.7753899999999999
332,2.656,0.17969000000000002,0.53959,1.1292,0.8764700000000001,0.7793
333,2.6639999999999997,0.17578,0.53568,1.1292,0.87059,0.73438
334,2.6719999999999997,0.18945,0.52981,1.1292,0.88039,0.7207
335,2.68,0.18555,0.52395,1.1292,0.88039,0.7246100000000001
336,2.688,0.18945,0.51613,1.1292,0.88039,0.73047
337,2.696,0.19530999999999998,0.50635,1.1292,0.8862700000000001,0.7207
338,2.7039999999999997,0.20508,0.49462,1.1292,0.8902,0.7148399999999999
339,2.7119999999999997,0.21094000000000002,0.48191999999999996,1.1292,0.8902,0.70898
340,2.72,0.21094000000000002,0.46725,1.1292,0.8902,0.70508
341,2.728,0.22461,0.45258999999999994,1.1292,0.8902,0.69922
342,2.736,0.23046999999999998,0.43695,1.1292,0.8902,0.69531
343,2.7439999999999998,0.23046999999999998,0.42326,1.1292,0.8902,0.69531
344,2.752,0.23438,0.41251000000000004,1.1292,0.8902,0.68945
345,2.76,0.24609,0.3998,1.1292,0.8902,0.67578
346,2.7680000000000002,0.25,0.3871,1.1292,0.8902,0.67578
347,2.7760000000000002,0.25977,0.37537,1.1292,0.8902,0.66992
348,2.784,0.26561999999999997,0.36461,1.1292,0.8960799999999999,0.66406
349,2.792,0.27539,0.35581999999999997,1.1292,0.90196,0.6601600000000001
350,2.8,0.27539,0.348,1.1292,0.9058799999999999,0.6601600000000001
351,2.8080000000000003,0.27539,0.34115,1.1292,0.91176,0.6601600000000001
352,2.8160000000000003,0.27539,0.33626999999999996,1.1292,0.91569,0.6601600000000001
353,2.824,0.28515999999999997,0.33236,1.1292,0.91569,0.6543
354,2.832,0.28515999999999997,0.32845,1.1292,0.91569,0.6601600000000001
355,2.84,0.2793,0.32550999999999997,1.1193,0.9215700000000001,0.66992
356,2.8480000000000003,0.26561999999999997,0.32258000000000003,1.1095,0.93137,0.67969
357,2.8560000000000003,0.25586,0.32063,1.0984,0.93137,0.69531
358,2.864,0.23438,0.31769000000000003,1.0873,0.93725,0.69922
359,2.872,0.21094000000000002,0.31378,1.0738,0.93725,0.7207
360,2.88,0.18945,0.3089,1.0615,0.9254899999999999,0.73438
361,2.888,0.17969000000000002,0.30499,1.048,0.91569,0.74023
362,2.8960000000000004,0.16992000000000002,0.30108,1.0357,0.8960799999999999,0.7441399999999999
363,2.904,0.17578,0.29814,1.0221,0.8902,0.73438
364,2.912,0.18555,0.29619,1.0098,0.8764700000000001,0.7207
365,2.92,0.20508,0.29325999999999997,0.99877,0.87059,0.70898
366,2.928,0.21484,0.29031999999999997,0.9864700000000001,0.86667,0.69922
367,2.9360000000000004,0.22461,0.28739000000000003,0.9729399999999999,0.8607799999999999,0.69531
368,2.944,0.23046999999999998,0.28641,0.9581799999999999,0.8568600000000001,0.68555
369,2.952,0.23046999999999998,0.28446,0.94342,0.8568600000000001,0.68555
